seller_id;seller_autonomous_community;seller_city
d93b8458c6fe139d85cfa5eadbf55bd2;Comunidad de Madrid;Madrid
71592660bbcb6a4664e97b6f8b68babc;Andalucía;Huelva
6a53b90c3ad9e0b56d9fe5c69165fff5;Galicia;Coruña
38f276ca6e7cc95a6d1bb55ac9e5550f;Andalucía;Almeria
eae9af4811c294c56795d70e715b7337;Comunidad de Madrid;Madrid
039b29ff3b3473435d0cd59040575de9;Andalucía;Jaén
ac51cac5e20d69ff485a54746488ef48;Andalucía;Granada
4221a7df464f1fe2955934e30ff3a5a1;País Vasco;San Sebastián
48e954b2da4f6a750c844173b347ed40;Comunidad Valenciana;Valencia
fc4751cfe3b279c419615b9b00c1abb4;Galicia;Ourense
e1a210d482714ce337763a19aef94ba4;Galicia;Pontevedra
085f6f7e049c996695fb2074fe38d45e;Andalucía;Sevilla
34675b28b826facfde119785bf287dc1;Galicia;Lugo
7d7866a99a8656a42c7ff6352a433410;Comunidad de Madrid;Madrid
5a93f3ab0ef4c84ed5e1b5dbf23978bc;Andalucía;Cádiz
64cc804291f90c81f02bfc2bb58ff55a;Galicia;Coruña
5f57db27027655e6c6a391601daa0258;Castilla-La Mancha;Toledo
e1b12447a7563944843191754aeb5562;Andalucía;Cádiz
2f3d8b4c9e2ee165075331fea3f3095a;Castilla y León;Zamora
1fe5540d7c1c37a595fefbacd5570d9e;Cataluña;Gerona
d3f39f05462b79a4562d35893a28f159;Andalucía;Sevilla
528ce32f560edd11add4169f6a5b65be;Andalucía;Huelva
b86a47b3366e3b5424a7b225781f4908;Comunidad de Madrid;Torrejón de Ardoz
0176f73cc1195f367f7b32db1e5b3aa8;Andalucía;Granada
01cf7e3d21494c41fb86034f2e714fa1;Galicia;Ourense
ceaec5548eefc6e23e6607c5435102e7;Comunidad de Madrid;Madrid
c8771b1a10bb99bb34d3c459c5cffb53;Andalucía;Cádiz
2d42ebcda99fd55f6f4bc2f1ca035d50;Aragón;Huesca
e9bc59e7b60fc3063eb2290deda4cced;Galicia;Lugo
13d95f0f6f73943d4ceffad0fc2cd32c;Aragón;Zaragoza
6f229cc508fc6915ed5c499efd93baa4;Cataluña;Barcelona
83f2b4881141ce3fcd4e985125d3279e;Andalucía;Granada
c8c1bea22194a4eefa2dc9a9fa89f536;Castilla y León;Soria
b0b346d3a89f5eb4c2968af3f083cd43;Andalucía;Málaga
a0415d9b25ede3c4b1e477e9916ffc03;Cataluña;Lleida
3dfd3dc96f7f8598eca74e9ac8a2fa31;Comunidad de Madrid;Madrid
e5545d4d4473876ea78c5bcebca365c3;Andalucía;Almeria
fa1a9dec3a9940c072684a46728bf1fc;Castilla y León;Segovia
6ddc28b61be28373b4503a1f61cf98a9;Comunidad de Madrid;Madrid
c5ebe6598748b0aeaa61cfb820478b92;Comunidad Valenciana;Valencia
5670f4db5b62c43d542e1b2d56b0cf7c;Comunidad de Madrid;Madrid
e1c76f339ebd5460999f25a2aa8c92c5;Comunidad de Madrid;Madrid
cb8bcce248bb1fb274ba762d8b971456;Comunidad de Madrid;Madrid
6524b847b982cd56bb5d4b02b776ee42;Andalucía;Málaga
610f72e407cdd7caaa2f8167b0163fd8;Comunidad de Madrid;Madrid
b6d44737c043328708f6749c2dbe50bd;Andalucía;Córdoba
972d0f9cf61b499a4812cf0bfa3ad3c4;Castilla y León;León
8c91bfea4263b8fba54081460693e2a1;Comunidad Valenciana;Castellón
38af8acfd46ac4a7bf754e8ca6736664;Comunidad de Madrid;Madrid
d90fe2229fee1a5da999ccd0c06c1667;Comunidad de Madrid;Madrid
75fdd0a732287f9497b179f6bd445d32;Andalucía;Málaga
5b2e94f2c22b39ccc24d34ad0f669672;Comunidad de Madrid;Madrid
9ac75591b69c3402684b6ce0310f22ee;Comunidad de Madrid;Madrid
e5bd51692380fd8cabb19b756b95e714;Andalucía;Córdoba
cfb1a033743668a192316f3c6d1d2671;Andalucía;Almería
adcf50477d6a1f5d91bb9d54c4903cb5;Comunidad de Madrid;Getafe
8476243f92442881ddd5b578975cf115;Comunidad Valenciana;Alicante
f2336e113377dd21c744d9c4fc8293a9;Comunidad de Madrid;Madrid
f25e239052084705e17a982bc600ab2a;Comunidad de Madrid;Madrid
714b9a1332840f257b49f476bea4e341;Andalucía;Huelva
89d9a386b0b6e5fc8403071b03f7206a;Comunidad de Madrid;Madrid
bd15ee794d5e640d9dd71b665b2ab15b;Andalucía;Granada
f326006815956455b2859abd58fe7e39;Andalucía;Granada
bac692d6c0ed08467878018e6cc9c26c;Castilla y León;León
6a51fc556dab5f766ced6fbc860bc613;Andalucía;Almeria
a90a5da8b09e44264a177c0374a5ac87;Galicia;Coruña
ea6b12bf9ffe2bac34602ec631d97a47;Andalucía;Cádiz
dc64d75cc406bb0697be983831430e60;Comunidad de Madrid;Madrid
fa7ad8ae9bcb2c4493fdf38e96b1d74f;Andalucía;Sevilla
d1ef48b38baca7e831711c4a0aeb398f;Galicia;Coruña
67e43d802fde8cfd3f9580124f8167d1;Andalucía;Cádiz
f18112da765e0971ca5d510dec322bdd;Castilla y León;León
259f7b5e6e482c230e5bfaa670b6bb8f;Andalucía;Huelva
dd7ddc04e1b6c2c614352b383efe2d36;Comunidad de Madrid;Madrid
f457c46070d02cadd8a68551231220dd;Galicia;Lugo
5962468f885ea01a1b6a97a218797b0a;Galicia;Coruña
1f50f920176fa81dab994f9023523100;Andalucía;Huelva
2b1a40c1daabc6ca280c4b815c101841;Comunidad de Madrid;Madrid
26b482dccfa29bd2e40703ba45523702;Andalucía;Córdoba
f356c348fbc8df6a882823e21f5ce8b7;Comunidad Valenciana;Castellón
2ba91c7ad80ff88b23b7db823b43c233;Andalucía;Sevilla
3d0cd21d41671c46f82cd11176bf7277;Castilla y León;Salamanca
d93919c944be9cff128f6c9cb899eacb;Andalucía;Córdoba
f7ba60f8c3f99e7ee4042fdef03b70c4;Andalucía;Granada
0ee4fb99ac55ffbbc98795aa01b7f8fa;Andalucía;Málaga
c5f7e746b7e6d07def6c0dae9903279b;Galicia;Coruña
2d20f1cd18725c91147da0791d498022;Galicia;Ourense
002100f778ceb8431b7a1020ff7ab48f;Andalucía;Málaga
70f84699be677ec988d1fa824aef7d90;Comunidad de Madrid;Fuenlabrada
5bc24d989e71e93c33e50a7782431b0e;Comunidad de Madrid;Alcalá de Henares
36f98ad67cc981f50ce8aed093d5783c;Galicia;Pontevedra
70ee69419916dc13e3aed619061f996c;Andalucía;Jaén
6eb94e1466490d327a09abf8f3552a50;Andalucía;Cádiz
8ff1a9df749e454105c55cda13e79143;Andalucía;Almeria
c4fabeea6e569d42d02993bb1f4f1cbc;Baleares;Palma de Mallorca - Mallorca
5236605f4d4b0b3e4df85b850393fca0;Comunidad de Madrid;Madrid
45c20d94d9171b0bcfab3c955e47d67b;Andalucía;Granada
5bc237df65098fe211bb4818f4d26d78;Comunidad de Madrid;Alcalá de Henares
6a38087bc8ad4f89ff453561005f6dea;Aragón;Huesca
4e5725ba188db8252977a4f0227bd462;Andalucía;Granada
e4f121bf6ef8b9a1d4d3e65dd0473fab;Andalucía;Huelva
eebb3372362aa9a46975164bed19a7e7;Comunidad de Madrid;Madrid
2ec6e37d992a95eaddb3369dcbcc76d9;Comunidad Valenciana;Valencia
f84a00e60c73a49e7e851c9bdca3a5bb;Cataluña;Barcelona
e5a38146df062edaf55c38afa99e42dc;Comunidad de Madrid;Madrid
80cfd480be3eb6d6267139f5cb793555;Comunidad de Madrid;Madrid
62c50c1af4dfdc4149d25c5222043d39;Comunidad de Madrid;Madrid
4de6e4ba574aa9dfdc824bc44dc47fdd;Galicia;Pontevedra
6548c2550b6e2d8f18053216e1c7b6f3;Andalucía;Córdoba
f45122a9ab94eb4f3f8953578bc0c560;Andalucía;Almería
7901646fdd36a55f564ffaf2dbccaaf7;Cataluña;Barcelona
6481e96574816ead57975da2c0f6d80d;Andalucía;Sevilla
e8dba4d70f7f2b20e775d09cae01142d;Andalucía;Córdoba
13e85aac53340018b40c2af68001b7e0;Andalucía;Sevilla
b6dc74ed30f124f95227bed4e43a3bed;Galicia;Pontevedra
48436dade18ac8b2bce089ec2a041202;Andalucía;Cádiz
f5f2ab9bdb6b30c14c61be68c5ed37da;Andalucía;Jaén
8ed8ea9a57c862f2c18c2fe41f601d56;Castilla y León;León
c76d418370990614e89e956c7a7567d9;Andalucía;Granada
ceb7b4fb9401cd378de7886317ad1b47;Cataluña;Gerona
ea846a0e7ad98a741783e886d89dfa44;Andalucía;Huelva
2c54051840f19eca309a5423cf22df36;Galicia;Coruña
ee27a8f15b1dded4d213a468ba4eb391;Aragón;Zaragoza
69b5eaa096c3f9d1e5c398c597f567d6;Andalucía;Málaga
5b92bfa4120daa27c574daa2e386c693;Andalucía;Sevilla
1554a68530182680ad5c8b042c3ab563;Comunidad de Madrid;Mostoles
fc38b5dceee1a730fad8853453437fbd;Andalucía;Málaga
152ee17e4c8aaf53dac99f3462e4999b;Castilla y León;Soria
fac35d150712afb921ec59ac5f39bb11;Comunidad de Madrid;Madrid
04aa0a1c5ce6b222003403a3e11c3cc0;Andalucía;Jaén
ede0c03645598cdfc63ca8237acbe73d;Andalucía;Granada
1e47defeeadeca0e9a18fa5a9311e735;Andalucía;Huelva
a7b7354cc588f7566a848bcbb1ce3d96;Comunidad de Madrid;Madrid
ef0ace09169ac090589d85746e3e036f;Cataluña;Tarragona
a7dc4098e4da6e41b426269d12ae7e91;Comunidad de Madrid;Madrid
918717417d88a9f9ae9735567e6c7682;Comunidad de Madrid;Madrid
26f6b7ab07be3e9e69ce82a6552efc19;Cataluña;Barcelona
cad9969167c09b48ae6f1d123f7fa68d;Comunidad de Madrid;Alcalá de Henares
7c4adcc13272c0e26fa23aac642adb7b;Cataluña;Tarragona
f19516b9ff26bfeb091b30108db4ddbd;Andalucía;Córdoba
ed8cb7b190ceb6067227478e48cf8dde;Andalucía;Almería
97e50a621f8e801f4baf69e08687c192;Comunidad de Madrid;Madrid
562f8cfc51f265411f487d07e9c40e7f;Comunidad de Madrid;Madrid
a21c11ec5c3f03e7cc9f9203bff9e1c6;Andalucía;Málaga
97e4a63591ca439a2b8b7efd20e6e19e;Cataluña;Barcelona
07017df32dc5f2f1d2801e579548d620;La Rioja;Logroño
52092ddbd3a58c450a4459bf051b2287;Andalucía;Jaén
1a8e2d9c38b84a9702ac7922924b0573;Castilla y León;León
f1198c871e0171278b63f40d112caeec;Comunidad de Madrid;Madrid
87142160b41353c4e5fca2360caf6f92;Comunidad Valenciana;Valencia
a0e19590a0923cdd0614ea9427713ced;Galicia;Ourense
289cdb325fb7e7f891c38608bf9e0962;Andalucía;Jaén
11305281b50fff20ae8bb473f8e11876;Comunidad de Madrid;Alcobendas
723a46b89fd5c3ed78ccdf039e33ac63;Comunidad Valenciana;Alicante
d9b00a97818674c7f8d8b1ef0e689679;Galicia;Coruña
9d681c7e12db302cb261e721040dde65;Galicia;Coruña
c7bb64409aa480bb7d0335faaaf3d242;Castilla y León;Salamanca
bb7ad8a45c027be8ab075b8e465f8ca0;Castilla y León;Burgos
8a207b6080964f3c1fc9d35bd6096ba4;Andalucía;Huelva
fa1c13f2614d7b5c4749cbc52fecda94;Andalucía;Cádiz
bf100ecb7997df312b285358fb32f92c;Galicia;Ourense
3504c0cb71d7fa48d967e0e4c94d59d9;Andalucía;Málaga
164a5a8794e6d42e14f55e447b12a3bc;Galicia;Coruña
de09d00cfc265b8804c7df34075a68fa;Comunidad de Madrid;Madrid
638cba8be1fb599bbb76fd6948351eb3;Andalucía;Huelva
2f73e04d12cdf0c945ded66bb3fcf6c7;Castilla-La Mancha;Toledo
fbc14c0cf93505ef89f64665ffa4a7b5;Andalucía;Córdoba
c3ee2331a724e6fc02c4b698b57a73f3;Comunidad de Madrid;Madrid
e9874ae10b2d60d43917b6bbfa13a599;Galicia;Ourense
df47da4ae86fa4db890d05aaf24e21d8;Comunidad de Madrid;Madrid
ddd51ae8cda92f3995a51fc0f0f3eec7;Cataluña;Barcelona
e644cbadf7eeb30d0d29f335ce7d52ec;Comunidad de Madrid;Madrid
2bdb95a56a36ebbc6640337ac5eac174;Comunidad de Madrid;Madrid
34d1ca11b242c0fee2c834ae8d788566;Comunidad de Madrid;Alcorcón
324583d68897f5ddbaf38f6248322176;Andalucía;Huelva
96493fab2fbb13a14d0c0e8772eef5c3;Comunidad de Madrid;Madrid
d4ffeb15b67e81ff9af2b4252d99fb7e;Andalucía;Cádiz
b5d034ac251546e25afe9067f05c1539;Andalucía;Córdoba
8a1ff5c35f6595a73fef4c7b96e4908a;Galicia;Coruña
a150c540f572d0fb53992264bc5c10b5;Andalucía;Sevilla
7c1fea10b5b006671d608b1d7c446ec4;Andalucía;Málaga
b6e1504972665f739dec4facb9943775;Andalucía;Almería
f76a3b1349b6df1ee875d1f3fa4340f0;Comunidad de Madrid;Madrid
99eaacc9e6046db1c82b163c5f84869f;Andalucía;Málaga
8603f0038fe0e52fedd3382d266723de;Castilla y León;Palencia
d98eec89afa3380e14463da2aabaea72;Comunidad Valenciana;Valencia
ab75b89cc49c9ab3160d0c91565a442a;Andalucía;Málaga
08084d990eb3f53af056ccbc1730c8a7;Comunidad de Madrid;Madrid
d85efbc8eff2b7adf524e2820569adc8;Comunidad de Madrid;Madrid
23613d49c3ac2bd302259e55c06c050c;Andalucía;Jaén
87d3c3aeb3ead335511b3ce315eb341e;Comunidad de Madrid;Madrid
93b9a99027bd8bd6af682aff18dd19bf;Andalucía;Almería
0bf0150d5b9d60d9cd2906003332f085;Comunidad de Madrid;Madrid
7ecef8194babfec876ca720714327841;Andalucía;Málaga
87b4428a334b8f676fd9a7f3bf544fb5;Andalucía;Sevilla
30829ded4523ab9224b93bc49a62c95f;Comunidad Valenciana;Alicante
dcb7367a92f5ffb89f1e2152ed260285;Andalucía;Sevilla
513a54369b6a8a6602fcb0e129c6d78d;Andalucía;Granada
5075aaa8404020ae6aa8bf4792099b41;Comunidad de Madrid;Alcalá de Henares
d354c38a7182125a748cb10474fe963b;Cataluña;Gerona
4be9ae93c4fc0f41713d71a4194ee1b3;Comunidad de Madrid;Madrid
e0487761face83d64fcada2408959a36;Comunidad de Madrid;Madrid
9996ae921c50e8dff411ac69c0b4bb8b;Andalucía;Málaga
c3cfdc648177fdbbbb35635a37472c53;Galicia;Coruña
c8cc60ffd415254af5d9b9f34f32c369;Andalucía;Sevilla
1ce3ae5a399804d1a87e706f8a813c3e;Castilla y León;León
5f26c1408a65b42a7224cd463bdf3292;Galicia;Pontevedra
e59e575a175fadcadf8479e191770425;Cataluña;Lleida
2138ccb85b11a4ec1e37afbd1c8eda1f;Comunidad de Madrid;Madrid
83d458c0d6d4f94295d63f091460bd60;Andalucía;Huelva
ef30892870c278497523264be1be2241;Andalucía;Granada
d5b9a084373da994a6e37f732169a853;Andalucía;Córdoba
e9c2dc0dd4ac38448289be644ac94f42;Castilla y León;Salamanca
fe87f472055fbcf1d7e691c00b1560dc;Andalucía;Málaga
5a32c398a06c345440bf2a683b017ad3;Cataluña;Barcelona
f46490624488d3ff7ce78613913a7711;Andalucía;Cádiz
4d0041cdbe51b4617d95c70b19decc74;Comunidad de Madrid;Móstoles
db46ca7bce82b11f7e247539271fc390;Cataluña;Barcelona
ad420dd0c4f92f8af951ac24b86d0cf5;Comunidad de Madrid;Getafe
e8b4225284fbb02d16f200513f1f395d;Andalucía;Cádiz
f61c63d13f7cd800549d5acdd390ae72;Andalucía;Málaga
054694fa03fe82cec4b7551487331d74;Andalucía;Sevilla
dc50afafdfa325eadc890c7fa42a8f4e;Galicia;Lugo
376d67b61dce0c990155286e7ae486a4;Comunidad de Madrid;Madrid
7994b065a7ffb14e71c6312cf87b9de2;Castilla-La Mancha;Cuenca
a9415cf907dfa12f9ed18693244f5329;Comunidad de Madrid;Leganés
b7d5b4b87af9d42b601865d3f3810bff;Castilla y León;Valladolid
7315baebc0572ff220d226283dc66728;Andalucía;Cádiz
4125d9385a25e82d2f72d3a0fd55bc3f;Andalucía;Almería
c8b0e2b0a7095e5d8219575d5e7e1181;Andalucía;Córdoba
38102b031c2a15e54623d711bfc753d3;Baleares;Palma de Mallorca - Mallorca
160e4f13fd3a64b1b86807be88b5ffb0;Galicia;Pontevedra
8ccf3cf69651cc1d8a02c8bfaf3b8568;Andalucía;Córdoba
391fc6631aebcf3004804e51b40bcf1e;Andalucía;Granada
33cbbec1e7e1044aaf11d152172c776f;Comunidad Valenciana;Valencia
da03c298e3999e9d828591fc2179d109;Comunidad de Madrid;Madrid
49383af7ab774e4e8f3000f49c83dc4b;Andalucía;Sevilla
8a2d12a90e92f012ce5226fc6592b653;Galicia;Coruña
52956b80ae65fda598f06f6b9943e7a9;Galicia;Lugo
762ed976527cddf02787edba70fffa2a;Galicia;Ourense
7994081388d55b9cf976c050653dd359;Comunidad de Madrid;Madrid
585175ec331ea177fa47199e39a6170a;Comunidad de Madrid;Getafe
e59aa562b9f8076dd550fcddf0e73491;Galicia;Coruña
e84ad2127668df3aafc6b73531a0beb8;Comunidad de Madrid;Madrid
1a6245add4353f18ed55138808906979;Andalucía;Granada
e9779976487b77c6d4ac45f75ec7afe9;Andalucía;Cádiz
6b90f847357d8981edd79a1eb1bf0acb;Andalucía;Cádiz
48328ec9a579151d9cc6a86d4a59336c;Comunidad Valenciana;Castellón
73a63f72308aa20a46f4b1632018f196;Galicia;Coruña
f62d7bb4a613ec758a03342d46b580b2;Comunidad de Madrid;Madrid
252e76235acb79183cfca6e34f13337d;Andalucía;Málaga
7c5b05cbdb5542049f38d90d7815b97d;Comunidad de Madrid;Madrid
db4350fd57ae30082dec7acbaacc17f9;Comunidad de Madrid;Madrid
845e8036c3f7bf62099352f5ed910240;Cataluña;Barcelona
712efd3b68f9686dc856b84abd0f21ae;Galicia;Coruña
3364a91ec4d56c98e44174de954b94f6;Principado de Asturias;Oviedo
b00af24704019bd2e1b335e70ad11f7c;País Vasco;Bilbao
4324dd16853115efb0fd9d0d131ba6f4;Andalucía;Málaga
0a198e95d32b1be2da9424c962a6ebfa;Comunidad de Madrid;Fuenlabrada
d1a1b40ec554c593a1a99366746289dd;Galicia;Pontevedra
55a5b51f93f2b70ea513f5a047b0262a;Comunidad de Madrid;Torrejón de Ardoz
6426d21aca402a131fc0a5d0960a3c90;Andalucía;Granada
8a432f4e5b471f8da497d7dc517666e2;Andalucía;Sevilla
da3fede3469bf49b7293ce3fc45b294d;Andalucía;Jaén
c092292535a57dacd95a8765f5518f87;Cataluña;Tarragona
20a8b0dc55da94fe74d112082427c84f;Andalucía;Sevilla
bfd27a966d91cfaafdb25d076585f0da;Andalucía;Almería
fadb07c842a2aef5d5a676b85f220e71;Andalucía;Huelva
6b15924333bd1a741595fe981ea04822;Andalucía;Almería
1c83418358f249c9d6affa52d579db0e;Comunidad de Madrid;Madrid
04e38a233f726ef161074ab1c9b0399a;Comunidad de Madrid;Madrid
1b4b28463457a256e9a784ebe2a8f630;Andalucía;Almería
db7ed69a53aa9fb1c01930ba54a88bbe;Andalucía;Granada
f664f98bfda2eaf266a23ff144e7a872;Comunidad de Madrid;Madrid
7ade73f1b9b4e965f9009a4c3a7e2c15;Andalucía;Huelva
a369d693961cb93b61ca2cc518872a85;Andalucía;Huelva
fb8904a8ea99f8831b64ce27db2c1765;Andalucía;Almería
2ef086a599b597572aca4433b7ed6b3d;Castilla y León;Valladolid
134285d1f41da5c13a756ee8142c8a4e;Comunidad de Madrid;Madrid
9ed65337433adfbedefd23dd76eaa494;Comunidad de Madrid;Madrid
aec99834ab5d38ead22766ada8497e87;Galicia;Pontevedra
b8578d2d823bd8e251f6fdd02b40902d;Castilla y León;León
d9d43faf741ceaa8da52fdbb81d9e0e3;Andalucía;Granada
964ff64dc05b13811c6d0f41e0aa5f6b;Comunidad de Madrid;Madrid
96e5dc09087bad639b4ee193104ec2e5;Cataluña;Tarragona
24c1de8d9551c0b4fbc53317d53efda8;La Rioja;Logroño
0336182e1b3e92f029d5354832045fdf;Andalucía;Granada
c03121937e54a93fcc1825c3098bbb6e;Galicia;Coruña
b87a7ea0c30fad2dd6781b74a0064859;Comunidad de Madrid;Madrid
84c945f15571830c1a91a33978e94009;Comunidad de Madrid;Madrid
2d378dbb39815785238c0139c7647fb7;Castilla y León;Salamanca
0b0ddbc7b9d9584f442c7ac92b0ff6c9;Andalucía;Cádiz
51209b446b2073894bdc0face6c73ffc;Castilla-La Mancha;Toledo
5996cddab893a4652a15592fb58ab8db;Andalucía;Sevilla
aa8af66c623d7d544dfe4bb85b5ebe3b;Comunidad de Madrid;Alcorcón
1690cada046eb7e92c12f98b1f8a8167;Comunidad de Madrid;Madrid
385799a1cddbd26dfeb9157356a42282;Comunidad de Madrid;Madrid
42b729f859728f5079499127a9c2ef37;Comunidad de Madrid;Madrid
556a6409838156ea299c9d1f9e2dde43;Galicia;Coruña
179d859f51292aac5c10806a356f7af9;Andalucía;Jaén
934ed5cd1b9c1c7382d0a94a94b9e639;Galicia;Coruña
be3b4b0f050a6aa1b2d901c4b77e979f;Galicia;Ourense
6806dad1da97bfb5a9038eac6881f706;Galicia;Ourense
94231344608e603693b0a8891143f65d;Andalucía;Cádiz
446cc09cdbb130904da114e807dbec40;Comunidad de Madrid;Madrid
47efca563408aae19bb7206c2d969ea9;Comunidad de Madrid;Leganés
00ab3eff1b5192e5f1a63bcecfee11c8;Comunidad de Madrid;Madrid
71271995e85f5b8530be99ed54a91b89;Comunidad Valenciana;Valencia
a435b009cd956ea60748b5cfbddf2e24;Andalucía;Málaga
11938fcc75f6902fea1d0a6f72b54a57;Castilla y León;Segovia
9b76ad3d04236f76bc71c59470305e13;Andalucía;Málaga
d7ab82074b5f1dfba46db123df101bff;Andalucía;Cádiz
9c0e69c7bf2619675bbadf47b43f655a;Andalucía;Huelva
94d76e96eedd976258cd3278ce56d5f2;Andalucía;Huelva
52f976b17ea7f2f087f56dcc419328f6;Galicia;Coruña
4e326052e5dbba8adcd512f3450a307e;Comunidad de Madrid;Madrid
3586b8580d9c917874e053a1bb37b5ff;Andalucía;Granada
6edacfd9f9074789dad6d62ba7950b9c;Andalucía;Cádiz
52831e5990d0771cb4951d6f12928167;Andalucía;Málaga
9e7c5f4d7770eab65738cca38f9efccf;Comunidad de Madrid;Madrid
4677a5437afda5fa7140b927b07be1cc;Galicia;Ourense
3e8bd881d92466e63ba9e3e809cd3c50;Cataluña;Barcelona
4a1917ef994878940e1fb03eeb787ad7;Región de Murcia;Murcia
334cab711dee080b079fa5779b584783;Andalucía;Córdoba
9dd59e43f0c9f0553244e8f9c2fb247e;Galicia;Lugo
ccf8813e5a7d6c84d865cd38bfc2b130;Andalucía;Sevilla
8d956fec2e4337affcb520f56fd8cbfd;Andalucía;Granada
e5a3438891c0bfdb9394643f95273d8e;Andalucía;Sevilla
f9f68daa2af419d38f745478bcb3da1a;Andalucía;Cádiz
138dbe45fc62f1e244378131a6801526;Comunidad de Madrid;Madrid
5058e8c1e82653974541e83690655b4a;Andalucía;Córdoba
cd2169d9f31ff6fbb9ca3373b0c9e354;Cataluña;Lleida
15aec03fe4cf30dfa574cf550f5ff5ff;Cataluña;Barcelona
9674754b5a0cb32b638cec001178f799;Comunidad de Madrid;Madrid
c161d1327ebc3a156c09582ab2f59f6c;Comunidad de Madrid;Madrid
4d232b78ab7ef10393dc3807d827bc0d;Comunidad de Madrid;Madrid
23ff42c4bf1f8f16cddb19d8b972974a;Comunidad de Madrid;Alcalá de Henares
d3dcf0604eabf0224fbd5948b5e02f69;Comunidad de Madrid;Madrid
49067458c68f7701fd334ce326accbe0;Comunidad de Madrid;Móstoles
dfa0c4c6229ab200a4a1336b4d7128ff;Castilla y León;Valladolid
35281d148dcf7134bae913c57db4e6da;Comunidad de Madrid;Madrid
76833248bbc0e65a0293ec62023e4396;Andalucía;Málaga
48e5ee06fb2dc74df1c711a9b6dfac2a;Comunidad de Madrid;Alcalá de Henares
2cb6eb1b7185064167657fa09f541105;Comunidad de Madrid;Madrid
0f7eea709efdf942b5f95c7516dbacd7;Andalucía;Granada
54583ab379489add547fe47b628db589;Andalucía;Granada
51e0557bc7b86de13e946c60ee91ce39;Comunidad de Madrid;Madrid
0bebbb2cea103a4a020c95d43fd7d754;Comunidad de Madrid;Madrid
9da1ca0bef29ee170e541927a5aeabdc;Andalucía;Málaga
6c7d50c24b3ccd2fd83b44d8bb34e073;Andalucía;Sevilla
3faf68a3b0af94b10bac70d86077be49;Andalucía;Granada
05feb94f19d094d4b0f9281f0b1d4c99;Andalucía;Jaén
f650a9708fa1bab22bdd8d3a818cc415;Castilla y León;Valladolid
5cbbd5a299cab112b7bf23862255e43e;Galicia;Ourense
07d75e33f2750d97d467fb57e4dfdd8a;Comunidad de Madrid;Madrid
8a8835a43bda99fd37310ad76c457510;Andalucía;Almería
ca3bd7cd9f149df75950150d010fe4a2;Comunidad de Madrid;Madrid
323ce52b5b81df2cd804b017b7f09aa7;Comunidad de Madrid;Madrid
ebd1417732defaf66c50b5a800eb293e;Galicia;Ourense
76ea5315acb3f5f7ade3cd261faf922a;Comunidad de Madrid;Madrid
4b1eaadf791bdbbad8c4a35b65236d52;Andalucía;Granada
4cc43a222a0f94910728b62b97a8c5f8;Andalucía;Granada
bc503e244f187939d10c92a5c8e378ce;Andalucía;Málaga
b6f52e346160519c24a23af05410ad32;Comunidad de Madrid;Madrid
70125af26c2d6d4ef401a1d02ae7701f;Aragón;Zaragoza
c84592044b180dec206770c38603814b;Comunidad de Madrid;Madrid
1caf283236cd69af44cbc09a0a1e7d32;Cataluña;Lleida
ba90964cff9b9e0e6f32b23b82465f7b;Andalucía;Cádiz
5e9f5bd34e0830569f05c9d4f56e04a8;Comunidad Valenciana;Valencia
15fa791d5e017f66402dc28c44480657;Comunidad de Madrid;Madrid
20d83f3ef0e6925fd74bfd59170babf7;Comunidad de Madrid;Madrid
59417c56835dd8e2e72f91f809cd4092;Andalucía;Sevilla
a13580f0e8f782b7a543885a0ef99f08;Cataluña;Barcelona
ccada0ef508e698917a6eab263375905;Galicia;Lugo
4bde6149c15cf7e177b36fa060dd6de8;Comunidad Valenciana;Valencia
fe1bbc5feda5c8979a8a1b3b2512d5a6;Comunidad de Madrid;Madrid
23a0ffca143a15b9b5bbdb7d552f626a;Andalucía;Sevilla
32b8764b4ef628b53608fc34011fcc13;Castilla y León;Salamanca
e7df4cd29ab5abab70fb0783ddb53987;Comunidad de Madrid;Madrid
0432ead42b6c8a0bdf68154add917fdf;Andalucía;Málaga
7e959205cebc10adefcb331f934238a4;Comunidad de Madrid;Madrid
2a261b5b644fa05f4f2700eb93544f2c;Andalucía;Jaén
f680f85bee2d253556ac91be391d2c82;Andalucía;Sevilla
3785b653b1b82de85ab47dd139938091;Galicia;Coruña
d379f449f2a3b271bc01c0782020f705;Comunidad de Madrid;Madrid
7ea5bfa6c340f58f8e71fc1f0412b0d6;Comunidad de Madrid;Madrid
dc120d932ddf9d4dfb6fd68beefda622;Galicia;Ourense
6902157ee16728322d61a1321fa79e58;Comunidad de Madrid;Madrid
f3041c2e75ec683697a6a5ea82192210;Comunidad de Madrid;Leganés
c54679b132454625907c773d273d4126;Andalucía;Córdoba
d26aa40b90272d4843d63be7c1462c8d;Comunidad de Madrid;Madrid
a2fa0bdc798ee84cdb08281337cf4fb6;Castilla y León;Valladolid
bd697db56ff8e7c9cd1abeb7f72029b2;Comunidad de Madrid;Madrid
2aafae69bf4c41fbd94053d9413e87ee;Comunidad Valenciana;Valencia
483ca627d131e18f988349b1655c0acd;Andalucía;Córdoba
1a3df491d1c4f1589fc2b934ada68bf2;Castilla y León;Salamanca
e81e1f9c3e762e620f3fb60a51499e16;Castilla y León;Ávila
4170f6a9367e6b5d6401d03ce6d54569;Región de Murcia;Murcia
