seller_id;seller_autonomous_community;seller_city;lat_seller;long_sell;id_ac;count_sold;review_avg;delta_eff;delta_est
422be4cc81a457fdb46f47edeb968ae5;Andalucía;Granada;37.1781;-3.6008;1;1;5;18.13680556;38.31944444
427165bf50f8ca07efc7bdc2bfcf1688;Andalucía;Jaén;37.7667;-3.7711;1;5;3.6;46.28472222;21.44791667
42b6488f5b8246d9141712abd4b1b693;Galicia;Lugo;43.0167;-7.55;12;2;5;7.897569444;20.16631944
42b729f859728f5079499127a9c2ef37;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;102;4.213592233;5.310763889;13.22638889
42bde9fef835393bb8a8849cb6b7f245;Región de Murcia;Murcia;37.9861;-1.1303;17;35;4.285714286;8.958680556;24.36840278
42d4b7e70819438f5ada61c965e92d7e;Aragón;Zaragoza;41.6483;-0.883;2;1;3.5;21.93958333;23.41180556
42ef3192a9ff87a22d1867b74b3ee205;Andalucía;Córdoba;37.8845;-4.7796;1;23;4.434782609;8.066666667;17.37430556
42fa4ee7240e9b8eb4576358ec142ba7;Comunidad Valenciana;Alicante;38.3453;-0.4831;10;22;4.090909091;6.396180556;22.87048611
42fb44130ac3134cde8e35cf8ec7df25;Andalucía;Jaén;37.7667;-3.7711;1;3;3.333333333;5.903472222;19.41701389
430315b7bb4b6e4b3c978f9dfa9b0558;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;20;3.947368421;11.29513889;24.53888889
4305fe92735c8a43d154ff6dd2b8d927;Comunidad de Madrid;Alcalá de Henares;40.4818;-3.3643;8;19;3.75;12.20069444;22.39305556
431050a06a317f2b38168dec3dcd2b46;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;12;3.916666667;8.578125;22.03506944
431af27f296bc6519d890aa5a05fdb11;Andalucía;Granada;37.1781;-3.6008;1;116;4.176470588;15.00625;23.04097222
4324dd16853115efb0fd9d0d131ba6f4;Andalucía;Málaga;36.7194;-4.42;1;12;4.384615385;10.60625;25.42430556
432c37c9dfba871172ec162e20118b8c;Región de Murcia;Murcia;37.9861;-1.1303;17;46;4.260869565;11.89097222;23.86180556
432c67955c0acd1fd6b0b5d678766a71;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;3;4.333333333;6.682638889;54.22291667
43402bdf22aa2310e8f99e2f94f78628;Andalucía;Jaén;37.7667;-3.7711;1;4;3.75;11.38541667;51.08020833
4342d4b2ba6b161468c63a7e7cfce593;Cataluña;Barcelona;41.3825;2.1769;7;20;3.894736842;15.67604167;21.26909722
436bf27f2f18474fc6047702e9f8a866;Andalucía;Málaga;36.7194;-4.42;1;1;1;19.17013889;28.46458333
4371b634e0efc0e22b09b52907d9d469;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;102;3.894230769;8.407638889;20.62083333
43753b27d77860f1654aa72e251a7878;País Vasco;Bilbao;43.2569;-2.9236;15;1;5;27.33472222;27.49166667
4391ea5c5990502176a1dcda44a2373d;Comunidad Valenciana;Valencia;39.47;-0.3764;10;3;3.333333333;7.951388889;25.175
439a47cc365d6e3bd526812ea9de3c29;Andalucía;Jaén;37.7667;-3.7711;1;8;4;5.45;18.83680556
43a1d4bab73b816e44ef4e4facd9f9b5;Galicia;Lugo;43.0167;-7.55;12;1;1;9.825;30.32152778
43a5d4a57af536fddc96d08be3afdfcb;Comunidad de Madrid;Alcobendas;40.5333;-3.6333;8;1;4.5;11.81111111;29.15486111
43b2c864251aa0ce4030c746984e088a;Región de Murcia;Murcia;37.9861;-1.1303;17;2;5;5.615625;13.90833333
43f8c9950d11ecd03a0304a49e010da6;Andalucía;Sevilla;37.39;-5.99;1;41;3.975609756;9.388194444;24.19930556
44073f8b7e41514de3b7815dd0237f4f;Región de Murcia;Murcia;37.9861;-1.1303;17;144;4.041666667;11.86875;27.26770833
440dd6ab244315c632130ecfb63827b1;Andalucía;Málaga;36.7194;-4.42;1;94;4.29787234;13.70833333;25.42222222
443d880f15cbd3572885e1d44bf2c478;Andalucía;Almeria;36.8403;-2.4681;1;1;4;12.40347222;25.60555556
4450bd8327d471c4a11a83d1445b1b62;Andalucía;Málaga;36.7194;-4.42;1;1;5;7.305555556;27.72708333
446cc09cdbb130904da114e807dbec40;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;3;4.666666667;4.866666667;30.48472222
44717f64ec2a457979cf83c429077666;Comunidad Valenciana;Valencia;39.47;-0.3764;10;2;3;5.807291667;29.01284722
447d377bdb757058acb569025ee18a93;Comunidad Valenciana;Valencia;39.47;-0.3764;10;1;4;18.00416667;31.21805556
44ed138eca6214d572ce1d813fb0049b;Comunidad Valenciana;Castellón;42.1611;-1.7603;10;2;4;8.518055556;16.78680556
44f091b5abab8018f682fce8124b85e5;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;6;4.833333333;16.32986111;13.53055556
45213867cefbf2cd4c6177e10216a951;Andalucía;Málaga;36.7194;-4.42;1;14;3.857142857;14.54618056;26.69479167
4559697a8f7e637227c2eeaed843baff;Andalucía;Sevilla;37.39;-5.99;1;42;3.904761905;12.2;24.32013889
455befea1bb853c75ccbca94cff26e5c;Cataluña;Barcelona;41.3825;2.1769;7;1;5;12.44166667;49.64166667
455c5640e8c5bd1b2ee85c0158f85727;Castilla y León;Valladolid;41.6528;-4.7236;5;8;3.25;13.34513889;37.40763889
455f46ef09a9e45667e2981df84b5cc2;Andalucía;Sevilla;37.39;-5.99;1;2;5;13.01944444;14.10694444
457fe919b032a3f7dadba6fb92cf7855;Andalucía;Cádiz;36.535;-6.2975;1;9;4.666666667;4.179861111;14.23680556
458c6fa920810ce2492da71bc26d9eec;Andalucía;Huelva;37.25;-6.95;1;2;4.5;25.40208333;34.93263889
458d868c9642f55f18f04e951a3fdde6;Comunidad Valenciana;Valencia;39.47;-0.3764;10;2;4;17.61076389;35.89756944
45a3d05fb00435e52a28859dd03703b3;Andalucía;Cádiz;36.535;-6.2975;1;1;5;25.71944444;30.24444444
45ba18c210d42734ec52c0c1c574e9ee;Andalucía;Huelva;37.25;-6.95;1;37;3.789473684;5.527430556;17.13333333
45c20d94d9171b0bcfab3c955e47d67b;Andalucía;Granada;37.1781;-3.6008;1;4;4.75;15.57638889;23.84444444
45d33f715e24d15a6ccf5c17b3a23e3c;Andalucía;Sevilla;37.39;-5.99;1;56;4.086206897;9.144444444;22.07569444
461ff5303b6c9c1a4a07f40c5aece516;Galicia;Ourense;42.3364;-7.8633;12;2;4;8.276388889;22.85104167
466222e777149751370e7e98fb623b0c;Cataluña;Barcelona;41.3825;2.1769;7;1;1;6.829166667;15.03194444
4677a5437afda5fa7140b927b07be1cc;Galicia;Ourense;42.3364;-7.8633;12;11;3.545454545;13.7125;26.55486111
46dc3b2cc0980fb8ec44634e21d2718e;Cataluña;Barcelona;41.3825;2.1769;7;519;4.042145594;9.996180556;22.32430556
46ef1a25845fc051c2998d878354810c;Comunidad de Madrid;Getafe;40.3047;-3.7311;8;5;4.2;17.05277778;20.275
4736e9d642ef4257cd7622516931eb51;Andalucía;Almeria;36.8403;-2.4681;1;16;4;4.394444444;16.86215278
47648caee88ccfe951fbb27fbf7b4cbe;Andalucía;Córdoba;37.8845;-4.7796;1;3;4.666666667;16.67569444;16.20763889
478bfe564db21eeb44386606aa30b650;Comunidad de Madrid;Leganés;40.3281;-3.7644;8;3;4.333333333;12.84652778;25.03958333
47efca563408aae19bb7206c2d969ea9;Comunidad de Madrid;Leganés;40.3281;-3.7644;8;12;4.307692308;13.01111111;29.05625
47f55702f598c7c6cc8458b0fbc1c49a;Comunidad de Madrid;Getafe;40.3047;-3.7311;8;2;4;17.29236111;27.58541667
48162d548f5b1b11b9d29d1e01f75a61;Andalucía;Almeria;36.8403;-2.4681;1;67;4.157142857;10.82083333;23.4625
4830e40640734fc1c52cd21127c341d4;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;208;4.066985646;7.258333333;20.60902778
48328ec9a579151d9cc6a86d4a59336c;Comunidad Valenciana;Castellón;42.1611;-1.7603;10;1;1;21.22638889;27.40069444
483ca627d131e18f988349b1655c0acd;Andalucía;Córdoba;37.8845;-4.7796;1;1;5;15.34305556;20.30763889
48436dade18ac8b2bce089ec2a041202;Andalucía;Cádiz;36.535;-6.2975;1;138;3.93877551;11.90520833;22.64513889
485452467ff670447e84a8370c3fc898;Castilla y León;Palencia;42.0167;-4.5333;5;3;4;12.9625;29.34930556
4867209cb29b56b92893d7bde3ce8012;Andalucía;Sevilla;37.39;-5.99;1;1;4;10.22847222;26.32986111
4869f7a5dfa277a7dca6462dcf3b52b2;Andalucía;Sevilla;37.39;-5.99;1;1125;4.114739629;12.14722222;24.38263889
48985c61529077fa4f1e38bcff0f2ed3;Comunidad Valenciana;Valencia;39.47;-0.3764;10;7;3.285714286;8.532638889;25.63472222
48b6c3f4c6a93171da04b75313f2130f;Andalucía;Sevilla;37.39;-5.99;1;2;2.5;24.12569444;32.35208333
48bad451945f5227341793478d6353ea;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;3;5;21.34444444;27.48680556
48e5ee06fb2dc74df1c711a9b6dfac2a;Comunidad de Madrid;Alcalá de Henares;40.4818;-3.3643;8;1;4;11.24236111;30.42430556
48e954b2da4f6a750c844173b347ed40;Comunidad Valenciana;Valencia;39.47;-0.3764;10;2;5;8.115972222;35.75972222
48efc9d94a9834137efd9ea76b065a38;Galicia;Coruña;43.3713;-8.4188;12;33;4.147058824;11.1125;38.38194444
48fb026ed7455a42f5d3e9390ed5088e;Cataluña;Lleida;41.6167;0.6222;7;11;4.416666667;9.70625;26.27152778
49067458c68f7701fd334ce326accbe0;Comunidad de Madrid;Móstoles;40.3166;-3.85;8;15;3.939393939;10.14513889;24.55694444
4917cee8d902e13428c3ec4b1ca6f315;Castilla y León;León;42.6056;-5.57;5;33;3.5625;16.33472222;27.6375
491a5ada3aa1678414e990262c4bbdc1;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;2;5;6.890972222;18.58680556
49383af7ab774e4e8f3000f49c83dc4b;Andalucía;Sevilla;37.39;-5.99;1;7;4.714285714;7.278472222;20.24861111
4965a7002cca77301c82d3f91b82e1a9;Andalucía;Sevilla;37.39;-5.99;1;1;4;6.270138889;18.6
497709c2976a8fa308730a2dec5b0726;Andalucía;Córdoba;37.8845;-4.7796;1;1;5;5.947916667;7.193055556
4978a02ea9c8be7a9b5480680f40334e;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;17;4.588235294;4.242361111;12.09166667
499185655c29ecfdbfe776ef7cf875b5;Comunidad Valenciana;Valencia;39.47;-0.3764;10;1;5;11.12430556;44.43819444
4992e76a42cb3aad7a7047e0d3d7e729;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;55;4.15625;5.949652778;17.21423611
499ec63c58e51296c9cf57edcfe1c8a8;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;5;5;3.813194444;15.05347222
49cdc90518a4f82676b38b3c1aa43ff6;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;5;4.75;5.084722222;22.53472222
49e7217cfe4e427191c378ec626d8737;Comunidad de Madrid;Leganés;40.3281;-3.7644;8;13;4.538461538;16.58854167;23.50069444
49f8d2ea7b718d0ce587d34207caf2b4;Andalucía;Granada;37.1781;-3.6008;1;1;3;6.839583333;7.143055556
4a1917ef994878940e1fb03eeb787ad7;Región de Murcia;Murcia;37.9861;-1.1303;17;2;5;10.30625;18.93333333
4a1f694197d05fe70026b016a7316b41;Andalucía;Sevilla;37.39;-5.99;1;14;4;9.038194444;22.25208333
4a23adac87cf538689fa600d976f78b2;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;3;5;8.304861111;11.50763889
4a3ca9315b744ce9f8e9374361493884;Andalucía;Granada;37.1781;-3.6008;1;1760;4.09375;12.10972222;22.21527778
4a3ccda38b2129705f3fb522db62ca31;Andalucía;Almeria;36.8403;-2.4681;1;64;4.176470588;9.329861111;23.14409722
4a5b36211b1f51bf7eaa5c10a57fa483;Cataluña;Tarragona;41.1187;1.2453;7;1;5;4.035416667;11.11111111
4a82168aaef173cbb6e46ae88728f919;Galicia;Pontevedra;42.4333;-8.6333;12;4;2.75;6.805208333;20.225
4a82c4af97ffc0fb2dc26bfdc03b1842;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;3;3.333333333;13.89236111;26.39513889
4aba391bc3b88717ce08eb11e44937b2;País Vasco;Bilbao;43.2569;-2.9236;15;29;4.344827586;11.51458333;28.09375
4aba6a02a788d3ec81c03137144d9a80;Castilla y León;Valladolid;41.6528;-4.7236;5;1;1;13.22152778;23.41041667
4b0fdb526525f9890eb145bf1534640e;Andalucía;Granada;37.1781;-3.6008;1;18;4.764705882;9.091666667;17.45208333
4b1eaadf791bdbbad8c4a35b65236d52;Andalucía;Granada;37.1781;-3.6008;1;8;4.75;20.30347222;34.12847222
4b39558c138930b9e5489c93b6df5fe3;País Vasco;San Sebastián;40.5469;-3.6258;15;4;5;13.05694444;26.37013889
4b5f66b7adcf57f1ecc0d3c07dd6b177;Galicia;Pontevedra;42.4333;-8.6333;12;23;4;11.26458333;29.37569444
4b90495391ac0bd181a80a459df1e718;Comunidad Valenciana;Valencia;39.47;-0.3764;10;1;5;11.87986111;50.06666667
4b9750c8ad28220fe6702d4ecb7c898f;Andalucía;Sevilla;37.39;-5.99;1;218;4.149321267;6.227083333;17.13159722
4b98b0428fc1932cc2514ef9ce2505e6;Andalucía;Granada;37.1781;-3.6008;1;2;5;22.57361111;26.40659722
4ba52dfeba874da5b9ee7b17c7494f04;Andalucía;Jaén;37.7667;-3.7711;1;11;4.454545455;8.984027778;20.31180556
4bcec44888b30ba9001234c534716d3f;Andalucía;Córdoba;37.8845;-4.7796;1;5;1.2;5.929861111;14.35972222
4bde6149c15cf7e177b36fa060dd6de8;Comunidad Valenciana;Valencia;39.47;-0.3764;10;2;4;10.62326389;57.52256944
4be6b962d83299498bae2190f95d6566;Andalucía;Cádiz;36.535;-6.2975;1;10;3.888888889;5.075694444;15.271875
4be9ae93c4fc0f41713d71a4194ee1b3;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;1;5;11.08888889;17.27361111
4bf2f4ee540798a61f9636d12cd9cc80;Andalucía;Málaga;36.7194;-4.42;1;29;3.724137931;11.14513889;26.01666667
4bf658053d453036c70976bccb2c31b2;Andalucía;Huelva;37.25;-6.95;1;2;5;24.678125;32.48715278
4bfc7a4a1cf8d4d2121c27422d9e50b5;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;25;4.148148148;6.474305556;16.46458333
4c03b9dd4c11ee2cb35c96c49efc9420;Andalucía;Granada;37.1781;-3.6008;1;48;3.625;8.945833333;22.84618056
4c18691b6037662be2df78a765d98ab5;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;62;4.032258065;7.133333333;17.19409722
4c1c7281388a33dd06daac44f9fadbd1;Andalucía;Almeria;36.8403;-2.4681;1;5;4;9.859722222;21.18680556
4c2b230173bb36f9b240f2b8ac11786e;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;258;4.1328125;11.19583333;19.53611111
4c498c7345e89aebad651544829beca0;Andalucía;Sevilla;37.39;-5.99;1;46;4.14893617;8.804861111;19.16527778
4c4d546adf3c3868fe19c9ec6e9ffda9;Galicia;Lugo;43.0167;-7.55;12;2;3;6.870486111;20.47465278
4c60877808f4318ef1107fbeb8f89afa;Andalucía;Cádiz;36.535;-6.2975;1;2;5;15.19409722;23.80798611
4c61e37f664c3c88aff092aa5ac779d7;Cataluña;Gerona;41.9833;2.8167;7;7;4;17.40833333;19.32291667
4c8545742faaf58fafd5fd14d25d75cf;Andalucía;Granada;37.1781;-3.6008;1;4;4;9.490972222;21.87395833
4c8b8048e33af2bf94f2eb547746a916;Andalucía;Granada;37.1781;-3.6008;1;22;4.041666667;12.82569444;23.29861111
4cc43a222a0f94910728b62b97a8c5f8;Andalucía;Granada;37.1781;-3.6008;1;1;5;14.14513889;25.40763889
4cc4fd4fdd406a85bbdc1f824b731bd7;Galicia;Pontevedra;42.4333;-8.6333;12;1;5;8.304861111;21.49444444
4ce8b55b4bfa4659184e7becc1fba3f2;Galicia;Lugo;43.0167;-7.55;12;2;4;12.41597222;23.81041667
4cf490a58259286ada5ba8525ba9e84a;Andalucía;Huelva;37.25;-6.95;1;8;3.75;22.1;43.45555556
4d0041cdbe51b4617d95c70b19decc74;Comunidad de Madrid;Móstoles;40.3166;-3.85;8;8;4.5;7.190972222;17.515625
4d232b78ab7ef10393dc3807d827bc0d;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;5;4.8;6.038888889;17.53680556
4d600e08ecbe08258c79e536c5a42fee;Galicia;Coruña;43.3713;-8.4188;12;8;4.25;9.921527778;42.27916667
4d6d651bd7684af3fffabd5f08d12e5a;Andalucía;Sevilla;37.39;-5.99;1;364;4.10298103;11.42430556;23.309375
4d9fea3499bdc22aa4da4e339365f215;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;2;5;12.66805556;31.81388889
4da0e408c99d2fdc2126dc9fce518060;Galicia;Coruña;43.3713;-8.4188;12;44;4.06122449;8.597569444;28.27118056
4dab98ca6cd6d3df586203cefd28a042;Comunidad Valenciana;Valencia;39.47;-0.3764;10;1;5;28.00902778;28.43888889
4dbd95a08b31ede5c82d3f861cb1ce1a;Galicia;Coruña;43.3713;-8.4188;12;6;4.333333333;12.946875;28.80486111
4dc2e811a1760953cb7c6a590b498943;Andalucía;Jaén;37.7667;-3.7711;1;1;5;6.671527778;15.06111111
4dc646b9b9e8e411ef48ba000ea3ac6f;Andalucía;Granada;37.1781;-3.6008;1;4;3.8;9.2625;19.31631944
4ddeb3e828550cddc8d45c8bc36ab2d1;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;1;4;7.870138889;18.48680556
4de6e4ba574aa9dfdc824bc44dc47fdd;Galicia;Pontevedra;42.4333;-8.6333;12;14;4.642857143;7.269097222;27.56805556
4deebb3199eeafb282ae33229144f94b;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;4;4.5;9.222916667;12.54791667
4e06067cc08b3f41d837768d392c3ee3;Comunidad de Madrid;Alcorcón;40.35;-3.8333;8;31;4.130434783;7.75625;20.38472222
4e0d109ccfba9a1151c103049880c857;Cataluña;Gerona;41.9833;2.8167;7;2;5;19.228125;34.08541667
4e17c65a516f69d023a2ae78b84f28d6;Andalucía;Granada;37.1781;-3.6008;1;61;4.222222222;8.363888889;33.29305556
4e326052e5dbba8adcd512f3450a307e;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;3;2.666666667;20.16319444;33.47152778
4e42581f08e8cfc7c090f930bac4552a;Andalucía;Almeria;36.8403;-2.4681;1;3;4.333333333;47.10208333;34.24236111
4e480be820e37de1444325ff358c9296;Comunidad de Madrid;Alcorcón;40.35;-3.8333;8;1;1;12.10763889;21.16597222
4e5725ba188db8252977a4f0227bd462;Andalucía;Granada;37.1781;-3.6008;1;22;3.739130435;19.97638889;20.19097222
4e6015589b781adaa5ce7f1892d06bb1;Andalucía;Córdoba;37.8845;-4.7796;1;3;5;3.133333333;19.17916667
4e7c18b98d84e05cbae3ff0ff03846c2;Andalucía;Sevilla;37.39;-5.99;1;81;4.346153846;11.37430556;23.34791667
4e85b538b0dad58852641540686d0e14;Andalucía;Huelva;37.25;-6.95;1;4;3.666666667;17.94791667;19.63541667
4e8dacf3d38f281ae26c3e0321d92d88;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;10;4.8;9.110069444;25.64513889
4e922959ae960d389249c378d1c939f5;Andalucía;Huelva;37.25;-6.95;1;420;4.038554217;12.35243056;26.43645833
4e92348462c75b6c842b994ce84a0ed4;Comunidad Valenciana;Castellón;42.1611;-1.7603;10;1;5;9.8375;28.06944444
4ea2f12dbe91deeacd2c1e74f069a6e6;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;4;3;8.538194444;17.70868056
4eb61f060e7dcc1d5a80d806c35cc541;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;7;4.571428571;7.213194444;19.45138889
4ebdc7e6cd6102a022dadc49156d4ea8;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;29;4.032258065;8.899305556;18.99166667
4eeb99008a0f59d2c7759c59f9a346eb;Andalucía;Almeria;36.8403;-2.4681;1;2;4.5;7.664583333;19.48402778
4ef4c39cf3c24f326434cf0b2e48046a;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;8;4.333333333;14.67569444;19.14236111
4f0d637c1197fd65405ebd755ac9f86b;Andalucía;Granada;37.1781;-3.6008;1;2;3;7.353472222;23.61875
4f1f1c8666cdb6442f775c4e8caed465;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;2;4.5;19.96076389;33.73506944
4fae87d32467e18eb46e4a76a0a0b9ce;Comunidad Valenciana;Castellón;42.1611;-1.7603;10;1;2;6.806944444;18.09375
4fb41dff7c50136976d1a5cf004a42e2;País Vasco;Bilbao;43.2569;-2.9236;15;3;4;17.23541667;33.09861111
4fe2f67634d00c021aa01f96b6f2d68e;Galicia;Lugo;43.0167;-7.55;12;2;4.5;10.98506944;31.15798611
5011f0d93373a4c5753adf58ca77af8d;Andalucía;Almeria;36.8403;-2.4681;1;12;4.333333333;6.468055556;17.39305556
503c1de08ae81a2d86f17951b204db55;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;22;4.636363636;11.02083333;24.29618056
5058e8c1e82653974541e83690655b4a;Andalucía;Córdoba;37.8845;-4.7796;1;62;4.06779661;25.90069444;47.59375
5075aaa8404020ae6aa8bf4792099b41;Comunidad de Madrid;Alcalá de Henares;40.4818;-3.3643;8;13;3.916666667;12.29756944;23.00034722
50770d25768b0486d89be26afca3108f;Andalucía;Córdoba;37.8845;-4.7796;1;6;3.666666667;7.596875;22.25416667
508808d438fe2ff972ed13bb8f4a82e2;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;10;3.909090909;3.188888889;7.432638889
50a7e551a7b3f8d37cd6e32d8bfbe5ea;Andalucía;Almeria;36.8403;-2.4681;1;1;4;12.58611111;16.07291667
50bf89f1349bc0409a268c3a49678009;Andalucía;Huelva;37.25;-6.95;1;1;5;9.616666667;34.99236111
50c9975695009e5e6473912e83a6d1da;Comunidad de Madrid;Getafe;40.3047;-3.7311;8;50;3.78;15.20277778;23.15208333
51209b446b2073894bdc0face6c73ffc;Castilla-La Mancha;Toledo;39.8567;-4.0244;6;2;2;9.960416667;26.396875
512d298ac2a96d1931b6bd30aa21f61d;Cataluña;Barcelona;41.3825;2.1769;7;10;4.5;6.785069444;25.8375
513a54369b6a8a6602fcb0e129c6d78d;Andalucía;Granada;37.1781;-3.6008;1;2;4.5;3.571527778;8.242361111
5145090ab595c0d0b8557199f5701fbf;Galicia;Coruña;43.3713;-8.4188;12;4;4;11.06979167;38.76284722
5151aea44289d6c6b090ee31c2132508;Andalucía;Almeria;36.8403;-2.4681;1;7;4.166666667;17.08541667;43.20763889
515d781150feed28a6ac091bb0e3cb8c;Cantabria;Santander;43.4628;-3.805;4;6;4.666666667;8.449305556;27.58333333
5160d23075764e18e07c1f4a87fad743;Andalucía;Granada;37.1781;-3.6008;1;33;4.05;8.563888889;17.84722222
516e7738bd8f735ac19a010ee5450d8d;Cataluña;Barcelona;41.3825;2.1769;7;75;3.975609756;7.385416667;28.38472222
51702dc2a3e106c76dbff722b5bf0726;Andalucía;Granada;37.1781;-3.6008;1;13;4.076923077;11.40902778;25.48611111
5194c22ed1f616ec0c0f33c571542879;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;4;3.75;13.65486111;26.27222222
519a7aa428f18d125a283cf8c014fdd6;Castilla y León;Palencia;42.0167;-4.5333;5;3;3.666666667;6.800694444;25.29444444
51a04a8a6bdcb23deccc82b0b80742cf;Andalucía;Jaén;37.7667;-3.7711;1;1;5;35.31458333;27.49722222
51e0557bc7b86de13e946c60ee91ce39;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;1;4;10.43402778;18.94236111
51e4e89242cbb846c2deff3dc015650e;Comunidad Valenciana;Castellón;42.1611;-1.7603;10;16;4.5625;7.971527778;23.26180556
51ed72984a04e5dd35c2b27e77179038;Andalucía;Huelva;37.25;-6.95;1;7;4.285714286;11.21388889;24.33402778
51f108f62cb87d61918159902c8f8583;Galicia;Pontevedra;42.4333;-8.6333;12;3;4.666666667;6.138888889;19.48472222
52092ddbd3a58c450a4459bf051b2287;Andalucía;Jaén;37.7667;-3.7711;1;5;4.444444444;9.675694444;22.83263889
520b493b57809f446cb0a233bb3e25c7;Andalucía;Almeria;36.8403;-2.4681;1;63;4.134328358;6.99375;20.35208333
522620dcb18a6b31cd7bdf73665113a9;Galicia;Pontevedra;42.4333;-8.6333;12;173;4.035294118;12.37222222;27.38472222
5236605f4d4b0b3e4df85b850393fca0;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;5;4;7.304861111;12.45555556
52454f90d4c30c016768db02f88c1a74;Andalucía;Málaga;36.7194;-4.42;1;3;4.25;12.12708333;24.39027778
52562a9f449c3dc3d53f5f5b9ed74903;Cataluña;Gerona;41.9833;2.8167;7;14;4.142857143;12.69409722;33.95208333
525e75a6fb1454a2325ab1734bcec221;Andalucía;Córdoba;37.8845;-4.7796;1;10;3.909090909;5.0625;19.97083333
5275ca25d0358ca73864e0ae41be1320;Andalucía;Cádiz;36.535;-6.2975;1;4;3;7.563541667;8.361111111
527801b552d0077ffd170872eb49683b;Andalucía;Sevilla;37.39;-5.99;1;90;4.168539326;9.979166667;23.24027778
52831e5990d0771cb4951d6f12928167;Andalucía;Málaga;36.7194;-4.42;1;1;5;5.10625;14.31180556
528bcf6680c36dddf07620bd35b33a6f;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;2;5;21.27881944;25.01909722
528ce32f560edd11add4169f6a5b65be;Andalucía;Huelva;37.25;-6.95;1;1;5;2.096527778;14.58472222
52956b80ae65fda598f06f6b9943e7a9;Galicia;Lugo;43.0167;-7.55;12;3;2.666666667;26.95833333;27.40416667
52a50b42accf164f9f019941e5759d9b;Andalucía;Huelva;37.25;-6.95;1;4;4;5.436458333;7.509375
52a52b9f656520e99716f5bc40f661c8;Andalucía;Cádiz;36.535;-6.2975;1;7;4.571428571;9.270833333;18.57708333
52ac6f920b7280e4c6d30dd94de6259b;Galicia;Ourense;42.3364;-7.8633;12;6;2.833333333;13.27638889;21.24756944
52b53f7061969fe471d119b6195da864;Andalucía;Cádiz;36.535;-6.2975;1;1;5;3.333333333;10.44791667
52bb00821bcdd358a5a5a27e1f6be5a1;Andalucía;Jaén;37.7667;-3.7711;1;2;4.5;15.99444444;24.20798611
52d76513f0c4d97f3b99570e2c94ee31;Comunidad Valenciana;Valencia;39.47;-0.3764;10;18;3.904761905;9.838888889;24.26805556
52f0fe436a347ddad7ed5f9aa4e27eaa;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;21;4.285714286;13.26666667;21.78368056
52f6f9f13ba19504c02781132a049e75;Galicia;Coruña;43.3713;-8.4188;12;1;5;16.29027778;29.61944444
52f976b17ea7f2f087f56dcc419328f6;Galicia;Coruña;43.3713;-8.4188;12;6;4.833333333;11.01423611;27.87395833
52f9db5cfb423382a2fa5c9e39303202;Andalucía;Jaén;37.7667;-3.7711;1;22;4.173913043;8.622916667;23.70694444
5305693ffae2d3463377b1f6fe67b15a;Andalucía;Jaén;37.7667;-3.7711;1;1;4;13.37291667;21.55902778
53088c75f948b48a7ece173ac17f0c12;Comunidad Valenciana;Alicante;38.3453;-0.4831;10;3;5;12.08194444;25.43472222
530ec6109d11eaaf87999465c6afee01;Galicia;Pontevedra;42.4333;-8.6333;12;97;4;8.996180556;25.53055556
53243585a1d6dc2643021fd1853d8905;País Vasco;San Sebastián;40.5469;-3.6258;15;358;4.146067416;11.53229167;23.2
