seller_id,seller_autonomous_community,seller_city,lat_seller,long_sell,id_ac,count_sold,revenues,review_avg
42d4b7e70819438f5ada61c965e92d7e,Aragón,Zaragoza,41.6483,-0.883,2,1,49.6,3.75
42ef3192a9ff87a22d1867b74b3ee205,Andalucía,Córdoba,37.8845,-4.7796,1,23,1354.09,3.916667
42fa4ee7240e9b8eb4576358ec142ba7,Comunidad Valenciana,Alicante,38.3453,-0.4831,10,22,3845.7,4.176471
42fb44130ac3134cde8e35cf8ec7df25,Andalucía,Jaén,37.7667,-3.7711,1,3,62.7,4.384615
430315b7bb4b6e4b3c978f9dfa9b0558,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,20,3118.4,4.26087
4305fe92735c8a43d154ff6dd2b8d927,Comunidad de Madrid,Alcalá de Henares,40.4818,-3.3643,8,19,2885.9,4.333333
431050a06a317f2b38168dec3dcd2b46,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,12,1487.8,3.75
431af27f296bc6519d890aa5a05fdb11,Andalucía,Granada,37.1781,-3.6008,1,116,13109.5,3.894737
4324dd16853115efb0fd9d0d131ba6f4,Andalucía,Málaga,36.7194,-4.42,1,12,1052.25,1
432c37c9dfba871172ec162e20118b8c,Región de Murcia,Murcia,37.9861,-1.1303,17,46,2968.87,3.894231
432c67955c0acd1fd6b0b5d678766a71,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,3,1151,5
43402bdf22aa2310e8f99e2f94f78628,Andalucía,Jaén,37.7667,-3.7711,1,4,649.95,3.333333
4342d4b2ba6b161468c63a7e7cfce593,Cataluña,Barcelona,41.3825,2.1769,7,20,2867.1,4
436bf27f2f18474fc6047702e9f8a866,Andalucía,Málaga,36.7194,-4.42,1,1,29.9,1
4371b634e0efc0e22b09b52907d9d469,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,102,8194,4.5
43753b27d77860f1654aa72e251a7878,País Vasco,Bilbao,43.2569,-2.9236,15,1,23.9,5
4391ea5c5990502176a1dcda44a2373d,Comunidad Valenciana,Valencia,39.47,-0.3764,10,3,2349,3.97561
439a47cc365d6e3bd526812ea9de3c29,Andalucía,Jaén,37.7667,-3.7711,1,8,1186.5,4.041667
43a1d4bab73b816e44ef4e4facd9f9b5,Galicia,Lugo,43.0167,-7.55,12,1,189.9,4.297872
43a5d4a57af536fddc96d08be3afdfcb,Comunidad de Madrid,Alcobendas,40.5333,-3.6333,8,1,75,4
43b2c864251aa0ce4030c746984e088a,Región de Murcia,Murcia,37.9861,-1.1303,17,2,94.8,5
43f8c9950d11ecd03a0304a49e010da6,Andalucía,Sevilla,37.39,-5.99,1,41,4249.59,4.666667
44073f8b7e41514de3b7815dd0237f4f,Región de Murcia,Murcia,37.9861,-1.1303,17,144,18729.64,3
440dd6ab244315c632130ecfb63827b1,Andalucía,Málaga,36.7194,-4.42,1,94,13696.9,4
443d880f15cbd3572885e1d44bf2c478,Andalucía,Almeria,36.8403,-2.4681,1,1,94.8,4
4450bd8327d471c4a11a83d1445b1b62,Andalucía,Málaga,36.7194,-4.42,1,1,199,4.833333
446cc09cdbb130904da114e807dbec40,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,3,252.8,3.857143
44717f64ec2a457979cf83c429077666,Comunidad Valenciana,Valencia,39.47,-0.3764,10,2,107,3.904762
447d377bdb757058acb569025ee18a93,Comunidad Valenciana,Valencia,39.47,-0.3764,10,1,64.99,5
44ed138eca6214d572ce1d813fb0049b,Comunidad Valenciana,Castellón,42.1611,-1.7603,10,2,129.79,3.25
44f091b5abab8018f682fce8124b85e5,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,6,1680.1,5
45213867cefbf2cd4c6177e10216a951,Andalucía,Málaga,36.7194,-4.42,1,14,4955.42,4.666667
4559697a8f7e637227c2eeaed843baff,Andalucía,Sevilla,37.39,-5.99,1,42,3696,4.5
455befea1bb853c75ccbca94cff26e5c,Cataluña,Barcelona,41.3825,2.1769,7,1,19.99,4
455c5640e8c5bd1b2ee85c0158f85727,Castilla y León,Valladolid,41.6528,-4.7236,5,8,6729.5,5
455f46ef09a9e45667e2981df84b5cc2,Andalucía,Sevilla,37.39,-5.99,1,2,59.8,3.789474
457fe919b032a3f7dadba6fb92cf7855,Andalucía,Cádiz,36.535,-6.2975,1,9,1104.89,4.75
458c6fa920810ce2492da71bc26d9eec,Andalucía,Huelva,37.25,-6.95,1,2,756.76,4.086207
458d868c9642f55f18f04e951a3fdde6,Comunidad Valenciana,Valencia,39.47,-0.3764,10,2,2718,4
45a3d05fb00435e52a28859dd03703b3,Andalucía,Cádiz,36.535,-6.2975,1,1,1299,1
45ba18c210d42734ec52c0c1c574e9ee,Andalucía,Huelva,37.25,-6.95,1,37,5589.13,3.545455
45c20d94d9171b0bcfab3c955e47d67b,Andalucía,Granada,37.1781,-3.6008,1,4,129.46,4.042146
45d33f715e24d15a6ccf5c17b3a23e3c,Andalucía,Sevilla,37.39,-5.99,1,56,4838.23,4.2
461ff5303b6c9c1a4a07f40c5aece516,Galicia,Ourense,42.3364,-7.8633,12,2,102.7,4
466222e777149751370e7e98fb623b0c,Cataluña,Barcelona,41.3825,2.1769,7,1,87.9,4.666667
4677a5437afda5fa7140b927b07be1cc,Galicia,Ourense,42.3364,-7.8633,12,11,3415.7,4.333333
46dc3b2cc0980fb8ec44634e21d2718e,Cataluña,Barcelona,41.3825,2.1769,7,519,128111.2,4.307692
46ef1a25845fc051c2998d878354810c,Comunidad de Madrid,Getafe,40.3047,-3.7311,8,5,250.41,4
4736e9d642ef4257cd7622516931eb51,Andalucía,Almeria,36.8403,-2.4681,1,16,1078.87,4.157143
47648caee88ccfe951fbb27fbf7b4cbe,Andalucía,Córdoba,37.8845,-4.7796,1,3,1564.99,4.066986
478bfe564db21eeb44386606aa30b650,Comunidad de Madrid,Leganés,40.3281,-3.7644,8,3,182.7,1
47efca563408aae19bb7206c2d969ea9,Comunidad de Madrid,Leganés,40.3281,-3.7644,8,12,2522,5
47f55702f598c7c6cc8458b0fbc1c49a,Comunidad de Madrid,Getafe,40.3047,-3.7311,8,2,127.5,3.938776
48162d548f5b1b11b9d29d1e01f75a61,Andalucía,Almeria,36.8403,-2.4681,1,67,20510.14,4
4830e40640734fc1c52cd21127c341d4,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,208,9843.47,4
48328ec9a579151d9cc6a86d4a59336c,Comunidad Valenciana,Castellón,42.1611,-1.7603,10,1,1099,4.11474
483ca627d131e18f988349b1655c0acd,Andalucía,Córdoba,37.8845,-4.7796,1,1,264,3.285714
48436dade18ac8b2bce089ec2a041202,Andalucía,Cádiz,36.535,-6.2975,1,138,12271.71,2.5
485452467ff670447e84a8370c3fc898,Castilla y León,Palencia,42.0167,-4.5333,5,3,175.7,5
4867209cb29b56b92893d7bde3ce8012,Andalucía,Sevilla,37.39,-5.99,1,1,150,4
4869f7a5dfa277a7dca6462dcf3b52b2,Andalucía,Sevilla,37.39,-5.99,1,1125,229472.6,5
48985c61529077fa4f1e38bcff0f2ed3,Comunidad Valenciana,Valencia,39.47,-0.3764,10,7,879.3,4.147059
48b6c3f4c6a93171da04b75313f2130f,Andalucía,Sevilla,37.39,-5.99,1,2,290.26,4.416667
48bad451945f5227341793478d6353ea,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,3,307,3.939394
48e5ee06fb2dc74df1c711a9b6dfac2a,Comunidad de Madrid,Alcalá de Henares,40.4818,-3.3643,8,1,57,3.5625
48e954b2da4f6a750c844173b347ed40,Comunidad Valenciana,Valencia,39.47,-0.3764,10,2,397.8,5
48efc9d94a9834137efd9ea76b065a38,Galicia,Coruña,43.3713,-8.4188,12,33,345.6,4.714286
48fb026ed7455a42f5d3e9390ed5088e,Cataluña,Lleida,41.6167,0.6222,7,11,555.71,4
49067458c68f7701fd334ce326accbe0,Comunidad de Madrid,Móstoles,40.3166,-3.85,8,15,1047.65,5
4917cee8d902e13428c3ec4b1ca6f315,Castilla y León,León,42.6056,-5.57,5,33,5421.9,4.588235
491a5ada3aa1678414e990262c4bbdc1,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,2840,5
49383af7ab774e4e8f3000f49c83dc4b,Andalucía,Sevilla,37.39,-5.99,1,7,660,4.15625
4965a7002cca77301c82d3f91b82e1a9,Andalucía,Sevilla,37.39,-5.99,1,1,8.49,5
497709c2976a8fa308730a2dec5b0726,Andalucía,Córdoba,37.8845,-4.7796,1,1,76,4.75
4978a02ea9c8be7a9b5480680f40334e,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,17,2356.61,4.538462
499185655c29ecfdbfe776ef7cf875b5,Comunidad Valenciana,Valencia,39.47,-0.3764,10,1,89,3
4992e76a42cb3aad7a7047e0d3d7e729,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,55,2211.1,5
499ec63c58e51296c9cf57edcfe1c8a8,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,5,365,4
49cdc90518a4f82676b38b3c1aa43ff6,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,5,1539.5,5
49e7217cfe4e427191c378ec626d8737,Comunidad de Madrid,Leganés,40.3281,-3.7644,8,13,3002.7,4.09375
49f8d2ea7b718d0ce587d34207caf2b4,Andalucía,Granada,37.1781,-3.6008,1,1,149.9,4.176471
4a1917ef994878940e1fb03eeb787ad7,Región de Murcia,Murcia,37.9861,-1.1303,17,2,768,5
4a1f694197d05fe70026b016a7316b41,Andalucía,Sevilla,37.39,-5.99,1,14,907.77,2.75
4a23adac87cf538689fa600d976f78b2,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,3,405,3.333333
4a3ca9315b744ce9f8e9374361493884,Andalucía,Granada,37.1781,-3.6008,1,1760,200472.9,4.344828
4a3ccda38b2129705f3fb522db62ca31,Andalucía,Almeria,36.8403,-2.4681,1,64,17062.59,1
4a5b36211b1f51bf7eaa5c10a57fa483,Cataluña,Tarragona,41.1187,1.2453,7,1,139.19,4.764706
4a82168aaef173cbb6e46ae88728f919,Galicia,Pontevedra,42.4333,-8.6333,12,4,512,4.75
4a82c4af97ffc0fb2dc26bfdc03b1842,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,3,143.7,5
4aba391bc3b88717ce08eb11e44937b2,País Vasco,Bilbao,43.2569,-2.9236,15,29,7595.87,4
4aba6a02a788d3ec81c03137144d9a80,Castilla y León,Valladolid,41.6528,-4.7236,5,1,89.9,5
4b0fdb526525f9890eb145bf1534640e,Andalucía,Granada,37.1781,-3.6008,1,18,2419,4.149321
4b1eaadf791bdbbad8c4a35b65236d52,Andalucía,Granada,37.1781,-3.6008,1,8,1849.79,5
4b39558c138930b9e5489c93b6df5fe3,País Vasco,San Sebastián,40.5469,-3.6258,15,4,1096.7,4.454545
4b5f66b7adcf57f1ecc0d3c07dd6b177,Galicia,Pontevedra,42.4333,-8.6333,12,23,6381.78,5
4b90495391ac0bd181a80a459df1e718,Comunidad Valenciana,Valencia,39.47,-0.3764,10,1,248,1.2
4b9750c8ad28220fe6702d4ecb7c898f,Andalucía,Sevilla,37.39,-5.99,1,218,15915.3,4
4b98b0428fc1932cc2514ef9ce2505e6,Andalucía,Granada,37.1781,-3.6008,1,2,327.63,2
4ba52dfeba874da5b9ee7b17c7494f04,Andalucía,Jaén,37.7667,-3.7711,1,11,1463,3.888889
4bc3d93e4a5f88a598d3d8ce4ae510b3,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,169,5
4bcec44888b30ba9001234c534716d3f,Andalucía,Córdoba,37.8845,-4.7796,1,5,146,3.724138
4bde6149c15cf7e177b36fa060dd6de8,Comunidad Valenciana,Valencia,39.47,-0.3764,10,2,159.8,5
4be2e7f96b4fd749d52dff41f80e39dd,Galicia,Coruña,43.3713,-8.4188,12,1,267,4.148148
4be6b962d83299498bae2190f95d6566,Andalucía,Cádiz,36.535,-6.2975,1,10,508.8,3.625
4be9ae93c4fc0f41713d71a4194ee1b3,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,109.9,4.032258
4bf2f4ee540798a61f9636d12cd9cc80,Andalucía,Málaga,36.7194,-4.42,1,29,4995.56,4
4bf658053d453036c70976bccb2c31b2,Andalucía,Huelva,37.25,-6.95,1,2,1742.99,4.132813
4bfc7a4a1cf8d4d2121c27422d9e50b5,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,25,8124.4,4.148936
4c03b9dd4c11ee2cb35c96c49efc9420,Andalucía,Granada,37.1781,-3.6008,1,48,6458.6,3
4c18691b6037662be2df78a765d98ab5,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,62,3195.52,5
4c1c7281388a33dd06daac44f9fadbd1,Andalucía,Almeria,36.8403,-2.4681,1,5,188.32,4
4c2b230173bb36f9b240f2b8ac11786e,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,258,14592.27,4
4c498c7345e89aebad651544829beca0,Andalucía,Sevilla,37.39,-5.99,1,46,4819.76,4.041667
4c4d546adf3c3868fe19c9ec6e9ffda9,Galicia,Lugo,43.0167,-7.55,12,2,111.7,5
4c60877808f4318ef1107fbeb8f89afa,Andalucía,Cádiz,36.535,-6.2975,1,2,118,5
4c61e37f664c3c88aff092aa5ac779d7,Cataluña,Gerona,41.9833,2.8167,7,7,788.31,5
4c8545742faaf58fafd5fd14d25d75cf,Andalucía,Granada,37.1781,-3.6008,1,4,3020,4
4c8b8048e33af2bf94f2eb547746a916,Andalucía,Granada,37.1781,-3.6008,1,22,2020.73,3.75
4cc43a222a0f94910728b62b97a8c5f8,Andalucía,Granada,37.1781,-3.6008,1,1,108.5,4.5
4cc4fd4fdd406a85bbdc1f824b731bd7,Galicia,Pontevedra,42.4333,-8.6333,12,1,539.98,4.8
4ce6e5f6c52515177e18c1c9361d8677,Andalucía,Granada,37.1781,-3.6008,1,1,226.6,4.25
4ce8b55b4bfa4659184e7becc1fba3f2,Galicia,Lugo,43.0167,-7.55,12,2,199,4.102981
4cf490a58259286ada5ba8525ba9e84a,Andalucía,Huelva,37.25,-6.95,1,8,1254.2,5
4d0041cdbe51b4617d95c70b19decc74,Comunidad de Madrid,Móstoles,40.3166,-3.85,8,8,5235.2,5
4d232b78ab7ef10393dc3807d827bc0d,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,5,1475,5
4d600e08ecbe08258c79e536c5a42fee,Galicia,Coruña,43.3713,-8.4188,12,8,4465.34,4.061224
4d6d651bd7684af3fffabd5f08d12e5a,Andalucía,Sevilla,37.39,-5.99,1,364,43587.4,5
4d6fb82c629c7a5028bfd973c07b05e0,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,278,4.333333
4d8809767a5bafe22909c77951fb6b41,Andalucía,Almeria,36.8403,-2.4681,1,1,50,5
4d9fea3499bdc22aa4da4e339365f215,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,192.54,3.8
4da0e408c99d2fdc2126dc9fce518060,Galicia,Coruña,43.3713,-8.4188,12,44,3026,4
4dab98ca6cd6d3df586203cefd28a042,Comunidad Valenciana,Valencia,39.47,-0.3764,10,1,154.9,4.642857
4dbd95a08b31ede5c82d3f861cb1ce1a,Galicia,Coruña,43.3713,-8.4188,12,6,1304.67,4.5
4dc2e811a1760953cb7c6a590b498943,Andalucía,Jaén,37.7667,-3.7711,1,1,175,4.130435
4dc646b9b9e8e411ef48ba000ea3ac6f,Andalucía,Granada,37.1781,-3.6008,1,4,289.7,5
4ddeb3e828550cddc8d45c8bc36ab2d1,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,152,4.222222
4de6e4ba574aa9dfdc824bc44dc47fdd,Galicia,Pontevedra,42.4333,-8.6333,12,14,451.1,5
4deebb3199eeafb282ae33229144f94b,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,4,779.7,2.666667
4e06067cc08b3f41d837768d392c3ee3,Comunidad de Madrid,Alcorcón,40.35,-3.8333,8,31,941.72,4.333333
4e0d109ccfba9a1151c103049880c857,Cataluña,Gerona,41.9833,2.8167,7,2,279.89,1
4e17c65a516f69d023a2ae78b84f28d6,Andalucía,Granada,37.1781,-3.6008,1,61,7639.26,3.73913
4e2627090e6e5b9fabba883a37897683,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,199.5,5
4e326052e5dbba8adcd512f3450a307e,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,3,570,4.346154
4e42581f08e8cfc7c090f930bac4552a,Andalucía,Almeria,36.8403,-2.4681,1,3,336,3.666667
4e480be820e37de1444325ff358c9296,Comunidad de Madrid,Alcorcón,40.35,-3.8333,8,1,430.3,4.8
4e5725ba188db8252977a4f0227bd462,Andalucía,Granada,37.1781,-3.6008,1,22,1930.59,4.038554
4e6015589b781adaa5ce7f1892d06bb1,Andalucía,Córdoba,37.8845,-4.7796,1,3,684,5
4e7c18b98d84e05cbae3ff0ff03846c2,Andalucía,Sevilla,37.39,-5.99,1,81,9177.9,3
4e85b538b0dad58852641540686d0e14,Andalucía,Huelva,37.25,-6.95,1,4,361.98,4.571429
4e8dacf3d38f281ae26c3e0321d92d88,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,10,2644.95,4.032258
4e922959ae960d389249c378d1c939f5,Andalucía,Huelva,37.25,-6.95,1,420,46030.37,4.5
4e92348462c75b6c842b994ce84a0ed4,Comunidad Valenciana,Castellón,42.1611,-1.7603,10,1,69.9,4.333333
4ea2f12dbe91deeacd2c1e74f069a6e6,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,4,210.2,3
4eb61f060e7dcc1d5a80d806c35cc541,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,7,1313,4.5
4ebdc7e6cd6102a022dadc49156d4ea8,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,29,928.7,5
4eeb99008a0f59d2c7759c59f9a346eb,Andalucía,Almeria,36.8403,-2.4681,1,2,1282,2
4ef4c39cf3c24f326434cf0b2e48046a,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,8,891,4
4f0d637c1197fd65405ebd755ac9f86b,Andalucía,Granada,37.1781,-3.6008,1,2,199.8,4.5
4f1f1c8666cdb6442f775c4e8caed465,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,944.98,4.333333
4f40d2ed38d1cc945364a7cd202a82c7,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,319.9,4.636364
4fae87d32467e18eb46e4a76a0a0b9ce,Comunidad Valenciana,Castellón,42.1611,-1.7603,10,1,100.9,4.067797
4fb41dff7c50136976d1a5cf004a42e2,País Vasco,Bilbao,43.2569,-2.9236,15,3,1230,3.916667
4fe2f67634d00c021aa01f96b6f2d68e,Galicia,Lugo,43.0167,-7.55,12,2,86.8,3.666667
5011f0d93373a4c5753adf58ca77af8d,Andalucía,Almeria,36.8403,-2.4681,1,12,1009.42,3.909091
503c1de08ae81a2d86f17951b204db55,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,22,4906.99,4
5058e8c1e82653974541e83690655b4a,Andalucía,Córdoba,37.8845,-4.7796,1,62,10022.82,5
5075aaa8404020ae6aa8bf4792099b41,Comunidad de Madrid,Alcalá de Henares,40.4818,-3.3643,8,13,1822.8,5
50770d25768b0486d89be26afca3108f,Andalucía,Córdoba,37.8845,-4.7796,1,6,171.77,3.78
508808d438fe2ff972ed13bb8f4a82e2,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,10,294.83,2
50a7e551a7b3f8d37cd6e32d8bfbe5ea,Andalucía,Almeria,36.8403,-2.4681,1,1,140,4.5
50bf89f1349bc0409a268c3a49678009,Andalucía,Huelva,37.25,-6.95,1,1,179.9,4.5
50c361bcf670d16f6df4d52de3dff924,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,35,4
50c9975695009e5e6473912e83a6d1da,Comunidad de Madrid,Getafe,40.3047,-3.7311,8,50,3964.4,4.166667
51209b446b2073894bdc0face6c73ffc,Castilla-La Mancha,Toledo,39.8567,-4.0244,6,2,359.6,4.666667
512d298ac2a96d1931b6bd30aa21f61d,Cataluña,Barcelona,41.3825,2.1769,7,10,7401.94,4.05
513a54369b6a8a6602fcb0e129c6d78d,Andalucía,Granada,37.1781,-3.6008,1,2,47.8,3.97561
5145090ab595c0d0b8557199f5701fbf,Galicia,Coruña,43.3713,-8.4188,12,4,1459.6,4.076923
5151aea44289d6c6b090ee31c2132508,Andalucía,Almeria,36.8403,-2.4681,1,7,1315.3,3.75
515d781150feed28a6ac091bb0e3cb8c,Cantabria,Santander,43.4628,-3.805,4,6,1002.35,3.666667
5160d23075764e18e07c1f4a87fad743,Andalucía,Granada,37.1781,-3.6008,1,33,2429,5
516e7738bd8f735ac19a010ee5450d8d,Cataluña,Barcelona,41.3825,2.1769,7,75,6643.09,4
51702dc2a3e106c76dbff722b5bf0726,Andalucía,Granada,37.1781,-3.6008,1,13,2705.1,4.5625
5194c22ed1f616ec0c0f33c571542879,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,4,245.6,4.285714
519a7aa428f18d125a283cf8c014fdd6,Castilla y León,Palencia,42.0167,-4.5333,5,3,79.7,4.666667
51a04a8a6bdcb23deccc82b0b80742cf,Andalucía,Jaén,37.7667,-3.7711,1,1,167.99,5
51e0557bc7b86de13e946c60ee91ce39,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,45.8,4.444444
51e4e89242cbb846c2deff3dc015650e,Comunidad Valenciana,Castellón,42.1611,-1.7603,10,16,822.58,4.134328
51ed72984a04e5dd35c2b27e77179038,Andalucía,Huelva,37.25,-6.95,1,7,1294.3,4.035294
51f108f62cb87d61918159902c8f8583,Galicia,Pontevedra,42.4333,-8.6333,12,3,303.73,4
5206cc4bc2297c833e6061c49bf9c43f,Andalucía,Jaén,37.7667,-3.7711,1,1,35,4.25
52092ddbd3a58c450a4459bf051b2287,Andalucía,Jaén,37.7667,-3.7711,1,5,351.7,4.142857
520b493b57809f446cb0a233bb3e25c7,Andalucía,Almeria,36.8403,-2.4681,1,63,3698.9,3.909091
522620dcb18a6b31cd7bdf73665113a9,Galicia,Pontevedra,42.4333,-8.6333,12,173,57168.49,3
5236605f4d4b0b3e4df85b850393fca0,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,5,265.3,4.168539
52454f90d4c30c016768db02f88c1a74,Andalucía,Málaga,36.7194,-4.42,1,3,80.5,5
52562a9f449c3dc3d53f5f5b9ed74903,Cataluña,Gerona,41.9833,2.8167,7,14,3266.6,5
525e75a6fb1454a2325ab1734bcec221,Andalucía,Córdoba,37.8845,-4.7796,1,10,657.07,5
5275ca25d0358ca73864e0ae41be1320,Andalucía,Cádiz,36.535,-6.2975,1,4,409.6,2.666667
527801b552d0077ffd170872eb49683b,Andalucía,Sevilla,37.39,-5.99,1,90,17942.8,4
52831e5990d0771cb4951d6f12928167,Andalucía,Málaga,36.7194,-4.42,1,1,65,4.571429
528bcf6680c36dddf07620bd35b33a6f,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,969.98,2.833333
528ce32f560edd11add4169f6a5b65be,Andalucía,Huelva,37.25,-6.95,1,1,59.8,5
52956b80ae65fda598f06f6b9943e7a9,Galicia,Lugo,43.0167,-7.55,12,3,792,4.5
52a50b42accf164f9f019941e5759d9b,Andalucía,Huelva,37.25,-6.95,1,4,139.96,3.904762
52a52b9f656520e99716f5bc40f661c8,Andalucía,Cádiz,36.535,-6.2975,1,7,783.1,4.285714
52ac6f920b7280e4c6d30dd94de6259b,Galicia,Ourense,42.3364,-7.8633,12,6,5657.3,5
52b53f7061969fe471d119b6195da864,Andalucía,Cádiz,36.535,-6.2975,1,1,90,4.833333
52bb00821bcdd358a5a5a27e1f6be5a1,Andalucía,Jaén,37.7667,-3.7711,1,2,349.8,4.173913
52d76513f0c4d97f3b99570e2c94ee31,Comunidad Valenciana,Valencia,39.47,-0.3764,10,18,8153.1,4
52f0fe436a347ddad7ed5f9aa4e27eaa,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,21,1484.37,5
52f6f9f13ba19504c02781132a049e75,Galicia,Coruña,43.3713,-8.4188,12,1,199,4
52f976b17ea7f2f087f56dcc419328f6,Galicia,Coruña,43.3713,-8.4188,12,6,7630,4.146067
52f9db5cfb423382a2fa5c9e39303202,Andalucía,Jaén,37.7667,-3.7711,1,22,1269.77,5
5305693ffae2d3463377b1f6fe67b15a,Andalucía,Jaén,37.7667,-3.7711,1,1,93.56,3
53088c75f948b48a7ece173ac17f0c12,Comunidad Valenciana,Alicante,38.3453,-0.4831,10,3,261.7,4.064103
530ec6109d11eaaf87999465c6afee01,Galicia,Pontevedra,42.4333,-8.6333,12,97,12983.81,4.6
53243585a1d6dc2643021fd1853d8905,País Vasco,San Sebastián,40.5469,-3.6258,15,358,222776.1,3
53336f97ddbe53e2a617d07b17447b95,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,599.5,4.202454
533d46c1b06970e99f09523a61df4972,Andalucía,Cádiz,36.535,-6.2975,1,2,159.98,4.333333
5343d0649eca2a983820bfe93fc4d17e,Andalucía,Córdoba,37.8845,-4.7796,1,69,10000.64,5
534a01cc6df1e034e05c32028a291fa2,Andalucía,Cádiz,36.535,-6.2975,1,5,235.59,4.6
535bf14f36346c7f59d87cece104d70c,Cataluña,Barcelona,41.3825,2.1769,7,1,50,4.315789
537eb890efff034a88679788b647c564,Cataluña,Barcelona,41.3825,2.1769,7,154,4708.6,4.031447
538caafddff204241cecbf3a02e6b3cf,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,9,148.3,4.357143
539ed9e19811677513447759be5eccfc,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,32.83,4.2
53b0300ca793f9834cd69c0678d35ee8,Andalucía,Jaén,37.7667,-3.7711,1,5,1662.15,4.285714
53d00c40e32aeb924a84ce72b1af869d,Andalucía,Granada,37.1781,-3.6008,1,16,2165.85,5
53e4c6e0f4312d4d2107a8c9cddf45cd,Andalucía,Sevilla,37.39,-5.99,1,463,30148.95,5
54065e9aef7e9e9c2dc23b7594db021a,Cataluña,Barcelona,41.3825,2.1769,7,14,8003,4.5
54219883e72aad869adfb2a54b7bfa0f,Andalucía,Sevilla,37.39,-5.99,1,5,6750,4.22973
542917da124346b47ea1ac79a93ce454,Galicia,Coruña,43.3713,-8.4188,12,20,1303.9,4.075377
5444b12c82f21c923f2639ebc722c1ea,Andalucía,Málaga,36.7194,-4.42,1,1,169.9,4.142857
544863df86ed3b78a04e0820d41430ee,Castilla-La Mancha,Cuenca,40.0667,-2.15,6,1,23.9,3.857143
54583ab379489add547fe47b628db589,Andalucía,Granada,37.1781,-3.6008,1,10,2240,3.857143
54965bbe3e4f07ae045b90b0b8541f52,Galicia,Lugo,43.0167,-7.55,12,77,10961.3,5
54a1852d1b8f10312c55e906355666ee,Andalucía,Granada,37.1781,-3.6008,1,199,17226.44,4.5
54aa8463e87776b5612f4bdc4bd5d4de,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,7,649.3,3.8
54c04bdb5ec46762f8f08c7e8f86ed4a,Castilla y León,Valladolid,41.6528,-4.7236,5,17,3281.66,3
55029529919c0123526150bd26ca8f20,Comunidad de Madrid,Fuenlabrada,40.2833,-3.8,8,7,453.95,3.25
553a440137d6e0cf776aee0bb83ac9f5,Andalucía,Sevilla,37.39,-5.99,1,2,144.8,4.5
5563732abe64c3036cb97ad924128dd1,Andalucía,Cádiz,36.535,-6.2975,1,2,404,3
5566627eab3fe93fd6ee08798226101a,Galicia,Ourense,42.3364,-7.8633,12,5,85.5,4.473684
556a6409838156ea299c9d1f9e2dde43,Galicia,Coruña,43.3713,-8.4188,12,4,1362.8,4.266667
557f22c76691849db52d2abccf0015d0,Aragón,Teruel,40.3456,-1.1065,2,13,865.86,4.666667
