seller_id;seller_city;review_medie;order_count;product_count;fatturato;best_seller_category;fatturato medio per prodotto;media_deltatime
f5f2ab9bdb6b30c14c61be68c5ed37da;Jaén;4.333333333;18;18;2134.68;toys games;118.5933333;13.44444444
8ed8ea9a57c862f2c18c2fe41f601d56;León;4.263157895;19;19;3831.9;comics;201.6789474;8.578947368
c76d418370990614e89e956c7a7567d9;Granada;3;2;2;305.24;sport outdoors;152.62;10.5
ceb7b4fb9401cd378de7886317ad1b47;Gerona;#N/D;#N/D;1;399.9;beauty & personal care;399.9;#N/D
ea846a0e7ad98a741783e886d89dfa44;Huelva;1;2;3;137;fragrance;45.66666667;10
2c54051840f19eca309a5423cf22df36;Coruña;5;2;2;23.7;sport outdoors;11.85;8.5
ee27a8f15b1dded4d213a468ba4eb391;Zaragoza;5;1;1;6499;fabric;6499;12
69b5eaa096c3f9d1e5c398c597f567d6;Málaga;4;2;2;938;home accessories;469;6.5
5b92bfa4120daa27c574daa2e386c693;Sevilla;2;1;1;14;automotive;14;16
1554a68530182680ad5c8b042c3ab563;Móstoles;4.025423729;238;270;29052.53;furniture;107.601963;14.08403361
fc38b5dceee1a730fad8853453437fbd;Málaga;3.8;5;5;119.2;fragrance;23.84;7.8
152ee17e4c8aaf53dac99f3462e4999b;Soria;4.333333333;6;6;308.96;home accessories;51.49333333;10.5
fac35d150712afb921ec59ac5f39bb11;Madrid;5;5;6;696;hardware;116;10
04aa0a1c5ce6b222003403a3e11c3cc0;Jaén;4.090909091;11;17;5518;automotive;324.5882353;17.54545455
ede0c03645598cdfc63ca8237acbe73d;Granada;4.463414634;42;50;2518.37;computer accessories;50.3674;18.66666667
1e47defeeadeca0e9a18fa5a9311e735;Huelva;5;3;3;234.12;sport outdoors;78.04;12
a7b7354cc588f7566a848bcbb1ce3d96;Madrid;2.5;2;2;79.8;ceiling fans;39.9;12
ef0ace09169ac090589d85746e3e036f;Tarragona;4.21969697;128;143;16223.3;fragrance;113.4496503;12.765625
a7dc4098e4da6e41b426269d12ae7e91;Madrid;4.5;2;3;518;automotive;172.6666667;6
918717417d88a9f9ae9735567e6c7682;Madrid;4.5;4;4;345.7;beauty & personal care;86.425;8.25
26f6b7ab07be3e9e69ce82a6552efc19;Barcelona;5;2;2;54.8;book;27.4;10.5
cad9969167c09b48ae6f1d123f7fa68d;Alcalá de Henares;4;1;2;43.2;furniture;21.6;3
7c4adcc13272c0e26fa23aac642adb7b;Tarragona;4.5;2;2;135;automotive;67.5;17
f19516b9ff26bfeb091b30108db4ddbd;Córdoba;5;2;4;727.6;tools home improvement;181.9;10.5
ed8cb7b190ceb6067227478e48cf8dde;Almería;4.0625;15;19;573.5;bakeware;30.18421053;7.266666667
97e50a621f8e801f4baf69e08687c192;Madrid;5;1;1;89.9;toys games;89.9;9
562f8cfc51f265411f487d07e9c40e7f;Madrid;4.538461538;13;13;766.92;comics;58.99384615;13.92307692
a21c11ec5c3f03e7cc9f9203bff9e1c6;Málaga;2.333333333;3;4;385;fragrance;96.25;9.333333333
97e4a63591ca439a2b8b7efd20e6e19e;Barcelona;4.4;5;5;349.95;sofa;69.99;6.4
07017df32dc5f2f1d2801e579548d620;Logroño;4.75;8;9;946.49;cell phones;105.1655556;10
52092ddbd3a58c450a4459bf051b2287;Jaén;4.333333333;5;9;351.7;sport outdoors;39.07777778;10.2
1a8e2d9c38b84a9702ac7922924b0573;León;2;1;1;80;0;80;16
f1198c871e0171278b63f40d112caeec;Madrid;3;2;2;475.8;health household;237.9;11.5
87142160b41353c4e5fca2360caf6f92;Valencia;4.09602649;300;339;31095.98;computer accessories;91.72855457;10.85
a0e19590a0923cdd0614ea9427713ced;Ourense;#N/D;#N/D;7;258.3;fabric;36.9;#N/D
289cdb325fb7e7f891c38608bf9e0962;Jaén;4.265486726;106;126;13544.95;fragrance;107.4996032;6.669811321
11305281b50fff20ae8bb473f8e11876;Alcobendas;3.787878788;35;40;6573.69;wellness & relaxation;164.34225;14.37142857
723a46b89fd5c3ed78ccdf039e33ac63;Alicante;1;1;1;66.64;automotive;66.64;8
d9b00a97818674c7f8d8b1ef0e689679;Coruña;4;1;1;69.9;beauty & personal care;69.9;2
9d681c7e12db302cb261e721040dde65;Coruña;3.923076923;13;14;785.6;sport outdoors;56.11428571;9.153846154
c7bb64409aa480bb7d0335faaaf3d242;Salamanca;4.5;4;4;97.6;automotive;24.4;5.75
bb7ad8a45c027be8ab075b8e465f8ca0;Burgos;5;2;2;19.98;pet food;9.99;6
8a207b6080964f3c1fc9d35bd6096ba4;Huelva;4;2;3;553.7;bedroom decor;184.5666667;22.5
fa1c13f2614d7b5c4749cbc52fecda94;Cádiz;3.964221825;557;586;194042.03;jewelry;331.129744;13.27468582
bf100ecb7997df312b285358fb32f92c;Ourense;3.529411765;20;21;1991.9;comics;94.85238095;9.7
3504c0cb71d7fa48d967e0e4c94d59d9;Málaga;3.5;52;52;2349.94;comics;45.19115385;7.269230769
164a5a8794e6d42e14f55e447b12a3bc;Coruña;5;1;1;73.99;kids;73.99;13
de09d00cfc265b8804c7df34075a68fa;Madrid;4.666666667;3;3;784;fashion & shoes;261.3333333;6.333333333
638cba8be1fb599bbb76fd6948351eb3;Huelva;4.125;16;26;598.2;sport outdoors;23.00769231;8
2f73e04d12cdf0c945ded66bb3fcf6c7;Toledo;4.333333333;3;3;1359;lawn garden;453;14
fbc14c0cf93505ef89f64665ffa4a7b5;Córdoba;3.941176471;17;19;12227.82;home audio;643.5694737;11.64705882
c3ee2331a724e6fc02c4b698b57a73f3;Madrid;4.5;2;3;1347;health household;449;6
e9874ae10b2d60d43917b6bbfa13a599;Ourense;5;1;1;199;kitchen & dining;199;7
df47da4ae86fa4db890d05aaf24e21d8;Madrid;5;3;5;310.5;home accessories;62.1;5.666666667
ddd51ae8cda92f3995a51fc0f0f3eec7;Barcelona;3.8;8;25;842.7;home accessories;33.708;8.125
e644cbadf7eeb30d0d29f335ce7d52ec;Madrid;4.714285714;7;10;878.9;sport outdoors;87.89;6.857142857
2bdb95a56a36ebbc6640337ac5eac174;Madrid;5;1;1;89.9;beauty & personal care;89.9;6
34d1ca11b242c0fee2c834ae8d788566;Alcorcón;3.864864865;38;41;13422.24;computer accessories;327.3717073;13.02631579
324583d68897f5ddbaf38f6248322176;Huelva;4.333333333;2;4;84;furniture;21;21
96493fab2fbb13a14d0c0e8772eef5c3;Madrid;4.131147541;62;64;18969;computer accessories;296.390625;13.35483871
d4ffeb15b67e81ff9af2b4252d99fb7e;Cádiz;4.2;11;12;1400.4;fragrance;116.7;9.272727273
b5d034ac251546e25afe9067f05c1539;Córdoba;2;1;1;69.9;kids;69.9;12
8a1ff5c35f6595a73fef4c7b96e4908a;Coruña;3;2;2;1598;kids;799;10
a150c540f572d0fb53992264bc5c10b5;Sevilla;5;1;1;119.9;videogame console;119.9;11
7c1fea10b5b006671d608b1d7c446ec4;Málaga;4.272727273;12;12;423.6;cell phones;35.3;17.08333333
b6e1504972665f739dec4facb9943775;Almería;4.071428571;14;14;1484.48;0;106.0342857;11
f76a3b1349b6df1ee875d1f3fa4340f0;Madrid;3.913043478;23;23;4160.79;home accessories;180.903913;17.2173913
99eaacc9e6046db1c82b163c5f84869f;Málaga;4.129032258;62;70;13139.17;cell phones;187.7024286;14.91935484
8603f0038fe0e52fedd3382d266723de;Palencia;4.5;10;10;2355;monitors;235.5;21.2
d98eec89afa3380e14463da2aabaea72;Valencia;3.908536585;163;185;6968.53;kids;37.66772973;8.484662577
ab75b89cc49c9ab3160d0c91565a442a;Málaga;#N/D;#N/D;1;37.98;book;37.98;#N/D
08084d990eb3f53af056ccbc1730c8a7;Madrid;4.4;11;11;372.5;television & video;33.86363636;8.454545455
d85efbc8eff2b7adf524e2820569adc8;Madrid;5;1;1;55;book;55;3
23613d49c3ac2bd302259e55c06c050c;Jaén;3.936507937;61;72;4293;furniture;59.625;14.32786885
87d3c3aeb3ead335511b3ce315eb341e;Madrid;4.285714286;15;15;749.35;toys games;49.95666667;6.466666667
93b9a99027bd8bd6af682aff18dd19bf;Almería;4.105263158;18;20;1953;furniture;97.65;11.77777778
0bf0150d5b9d60d9cd2906003332f085;Madrid;3.864864865;38;62;5774.6;furniture;93.13870968;13.68421053
7ecef8194babfec876ca720714327841;Málaga;3.714285714;7;8;990.5;hardware;123.8125;10.14285714
87b4428a334b8f676fd9a7f3bf544fb5;Sevilla;5;1;1;29.99;beauty & personal care;29.99;7
30829ded4523ab9224b93bc49a62c95f;Alicante;4.318181818;18;31;6911.71;computer accessories;222.9583871;12.05555556
dcb7367a92f5ffb89f1e2152ed260285;Sevilla;3;1;1;79.9;home security systems;79.9;10
513a54369b6a8a6602fcb0e129c6d78d;Granada;4.5;2;2;47.8;computer accessories;23.9;3
5075aaa8404020ae6aa8bf4792099b41;Alcalá de Henares;3.8;10;23;1822.8;coffee machines;79.25217391;11.8
d354c38a7182125a748cb10474fe963b;Gerona;3.846153846;16;20;1610.33;sport outdoors;80.5165;14.0625
4be9ae93c4fc0f41713d71a4194ee1b3;Madrid;5;1;1;109.9;sport outdoors;109.9;11
e0487761face83d64fcada2408959a36;Madrid;5;2;2;49.25;cell phones;24.625;3.5
9996ae921c50e8dff411ac69c0b4bb8b;Málaga;4;2;4;29.7;furniture;7.425;14.5
c3cfdc648177fdbbbb35635a37472c53;Coruña;3.903345725;271;302;43048.18;sport outdoors;142.5436424;9.760147601
c8cc60ffd415254af5d9b9f34f32c369;Sevilla;4.25;8;9;722.2;pet supplies;80.24444444;5.375
1ce3ae5a399804d1a87e706f8a813c3e;León;4;39;49;2563;furniture;52.30612245;14.64102564
5f26c1408a65b42a7224cd463bdf3292;Pontevedra;4.1;10;10;1139.8;beauty & personal care;113.98;6.4
e59e575a175fadcadf8479e191770425;Lleida;3;1;1;199.9;home appliances;199.9;5
2138ccb85b11a4ec1e37afbd1c8eda1f;Madrid;4.041237113;368;427;12357.03;cell phones;28.93918033;11.28804348
83d458c0d6d4f94295d63f091460bd60;Huelva;#N/D;#N/D;1;89.9;toys games;89.9;#N/D
ef30892870c278497523264be1be2241;Granada;4.125;8;9;783.2;book;87.02222222;7.75
d5b9a084373da994a6e37f732169a853;Córdoba;4.166666667;6;6;1769;kids;294.8333333;20.33333333
e9c2dc0dd4ac38448289be644ac94f42;Salamanca;4.5;2;3;118.39;toys games;39.46333333;6.5
fe87f472055fbcf1d7e691c00b1560dc;Málaga;4.5;6;6;1085.8;home accessories;180.9666667;6
5a32c398a06c345440bf2a683b017ad3;Barcelona;5;1;2;79.8;book;39.9;12
f46490624488d3ff7ce78613913a7711;Cádiz;4.153846154;78;91;5802.85;beauty & personal care;63.76758242;10.19230769
4d0041cdbe51b4617d95c70b19decc74;Móstoles;4.5;8;8;5235.2;automotive;654.4;6.875
db46ca7bce82b11f7e247539271fc390;Barcelona;3.944444444;16;19;933.97;pet supplies;49.15631579;8.125
ad420dd0c4f92f8af951ac24b86d0cf5;Getafe;3.651162791;41;46;4705.29;beauty & personal care;102.288913;15.26829268
e8b4225284fbb02d16f200513f1f395d;Cádiz;4.034482759;29;31;5788.52;kids;186.7264516;10.06896552
f61c63d13f7cd800549d5acdd390ae72;Málaga;4.076923077;26;26;3072.3;home accessories;118.1653846;11.73076923
054694fa03fe82cec4b7551487331d74;Sevilla;4.111111111;18;22;9983.1;home lighting;453.7772727;32.55555556
dc50afafdfa325eadc890c7fa42a8f4e;Lugo;5;4;4;424.2;ceiling fans;106.05;6
376d67b61dce0c990155286e7ae486a4;Madrid;5;1;1;94;beauty & personal care;94;14
7994b065a7ffb14e71c6312cf87b9de2;Cuenca;4.2;5;7;453;sofa;64.71428571;8.8
a9415cf907dfa12f9ed18693244f5329;Leganés;5;1;2;210;health household;105;11
b7d5b4b87af9d42b601865d3f3810bff;Valladolid;5;1;2;1049;lawn garden;524.5;9
7315baebc0572ff220d226283dc66728;Cádiz;4;2;2;49.85;0;24.925;8
4125d9385a25e82d2f72d3a0fd55bc3f;Almería;4;1;1;42.9;home accessories;42.9;9
c8b0e2b0a7095e5d8219575d5e7e1181;Córdoba;4.13253012;82;87;12170.21;automotive;139.8874713;10.13414634
38102b031c2a15e54623d711bfc753d3;Palma de Mallorca - Mallorca;4;7;11;457;furniture;41.54545455;23.71428571
160e4f13fd3a64b1b86807be88b5ffb0;Pontevedra;5;4;4;886;home lighting;221.5;14.5
8ccf3cf69651cc1d8a02c8bfaf3b8568;Córdoba;5;2;2;250;computer accessories;125;26
391fc6631aebcf3004804e51b40bcf1e;Granada;4.048638132;490;606;39951.95;furniture;65.92731023;14.34285714
33cbbec1e7e1044aaf11d152172c776f;Valencia;3.866666667;15;16;730.67;home lighting;45.666875;8.466666667
da03c298e3999e9d828591fc2179d109;Madrid;4.75;4;5;787.7;pet food;157.54;9.75
49383af7ab774e4e8f3000f49c83dc4b;Sevilla;4.714285714;7;11;660;kitchen & dining;60;7.714285714
8a2d12a90e92f012ce5226fc6592b653;Coruña;3.764705882;18;19;1594.65;home accessories;83.92894737;9.111111111
52956b80ae65fda598f06f6b9943e7a9;Lugo;2.666666667;3;3;792;fragrance;264;25.66666667
762ed976527cddf02787edba70fffa2a;Ourense;3;3;4;179.8;furniture;44.95;7.666666667
7994081388d55b9cf976c050653dd359;Madrid;5;1;6;1020;computer accessories;170;13
585175ec331ea177fa47199e39a6170a;Getafe;4;1;1;3549;computers tablets;3549;8
e59aa562b9f8076dd550fcddf0e73491;Coruña;4.289855072;68;84;31574.3;agriculture suppliers;375.8845238;13.83823529
e84ad2127668df3aafc6b73531a0beb8;Madrid;4.263157895;19;23;987;comics;42.91304348;10.47368421
1a6245add4353f18ed55138808906979;Granada;#N/D;#N/D;1;30;0;30;#N/D
e9779976487b77c6d4ac45f75ec7afe9;Cádiz;4.133647799;627;754;43162.95;sport outdoors;57.24529178;9.708133971
6b90f847357d8981edd79a1eb1bf0acb;Cádiz;3.977272727;44;47;3322.08;beauty & personal care;70.68255319;5.386363636
48328ec9a579151d9cc6a86d4a59336c;Castellón;1;1;1;1099;comics;1099;21
73a63f72308aa20a46f4b1632018f196;Coruña;4.333333333;24;39;9606.8;lawn garden;246.3282051;11.54166667
f62d7bb4a613ec758a03342d46b580b2;Madrid;4.25;32;32;24665;camera & photo;770.78125;13.875
252e76235acb79183cfca6e34f13337d;Málaga;2;2;2;261.2;furniture;130.6;12.5
7c5b05cbdb5542049f38d90d7815b97d;Madrid;3.727272727;20;24;1038.96;oral care;43.29;7.35
db4350fd57ae30082dec7acbaacc17f9;Madrid;3.7578125;128;146;3331.31;cell phones;22.81719178;10.6328125
845e8036c3f7bf62099352f5ed910240;Barcelona;4.333333333;19;25;1584.6;kitchen & dining;63.384;7.842105263
712efd3b68f9686dc856b84abd0f21ae;Coruña;1;1;1;139;kids;139;7
3364a91ec4d56c98e44174de954b94f6;Oviedo;4.2;5;5;3579.94;automotive;715.988;17
b00af24704019bd2e1b335e70ad11f7c;Bilbao;5;1;1;189;sport outdoors;189;15
4324dd16853115efb0fd9d0d131ba6f4;Málaga;4.384615385;12;19;1052.25;computer accessories;55.38157895;13.16666667
0a198e95d32b1be2da9424c962a6ebfa;Fuenlabrada;5;1;1;69.99;lawn garden;69.99;16
d1a1b40ec554c593a1a99366746289dd;Pontevedra;#N/D;#N/D;1;49.7;automotive;49.7;#N/D
55a5b51f93f2b70ea513f5a047b0262a;Torrejón de Ardoz;4.459459459;37;40;4002.3;sport outdoors;100.0575;13.72972973
6426d21aca402a131fc0a5d0960a3c90;Granada;3.555555556;23;23;1209.64;kitchen & dining;52.59304348;11
8a432f4e5b471f8da497d7dc517666e2;Sevilla;4.14;93;109;7555;kitchen & dining;69.31192661;7.784946237
da3fede3469bf49b7293ce3fc45b294d;Jaén;5;1;1;44.9;book;44.9;11
c092292535a57dacd95a8765f5518f87;Tarragona;3;1;1;125;toys games;125;8
20a8b0dc55da94fe74d112082427c84f;Sevilla;2.571428571;7;7;407.4;kids;58.2;8.142857143
bfd27a966d91cfaafdb25d076585f0da;Almería;4.178571429;113;118;19921;toys games;168.8220339;12.44247788
fadb07c842a2aef5d5a676b85f220e71;Huelva;3.714285714;7;7;398.75;sport outdoors;56.96428571;6.571428571
6b15924333bd1a741595fe981ea04822;Almería;3.904761905;20;22;614.32;beauty & personal care;27.92363636;7.95
1c83418358f249c9d6affa52d579db0e;Madrid;4;1;1;24.9;cd vinyl;24.9;10
04e38a233f726ef161074ab1c9b0399a;Madrid;3.631578947;19;28;1352.2;sport outdoors;48.29285714;12.05263158
1b4b28463457a256e9a784ebe2a8f630;Almería;3;1;1;699.42;automotive;699.42;14
db7ed69a53aa9fb1c01930ba54a88bbe;Granada;5;1;1;109;sport outdoors;109;4
f664f98bfda2eaf266a23ff144e7a872;Madrid;5;1;1;153.99;0;153.99;3
7ade73f1b9b4e965f9009a4c3a7e2c15;Huelva;4.269230769;25;29;1880.3;computer accessories;64.83793103;9.6
a369d693961cb93b61ca2cc518872a85;Huelva;4.083333333;11;19;2597;tools home improvement;136.6842105;11.09090909
fb8904a8ea99f8831b64ce27db2c1765;Almería;4.5;2;2;278;0;139;11.5
2ef086a599b597572aca4433b7ed6b3d;Valladolid;5;1;1;49;beauty & personal care;49;11
134285d1f41da5c13a756ee8142c8a4e;Madrid;4.333333333;3;4;1572.7;automotive;393.175;8.333333333
9ed65337433adfbedefd23dd76eaa494;Madrid;3.8;5;6;1262.6;sport outdoors;210.4333333;8.2
aec99834ab5d38ead22766ada8497e87;Pontevedra;5;1;1;459;home emergency kits;459;7
b8578d2d823bd8e251f6fdd02b40902d;León;3.857142857;8;8;1255.6;sport outdoors;156.95;10.125
d9d43faf741ceaa8da52fdbb81d9e0e3;Granada;4.5;4;8;210;book;26.25;9.25
964ff64dc05b13811c6d0f41e0aa5f6b;Madrid;1;1;1;180;tools home improvement;180;7
96e5dc09087bad639b4ee193104ec2e5;Tarragona;4;2;2;101.9;beauty & personal care;50.95;7.5
24c1de8d9551c0b4fbc53317d53efda8;Logroño;5;1;1;355;sport outdoors;355;13
0336182e1b3e92f029d5354832045fdf;Granada;#N/D;#N/D;#N/D;29.8;furniture;#N/D;#N/D
c03121937e54a93fcc1825c3098bbb6e;Coruña;3.285714286;7;7;1043;book;149;11.28571429
b87a7ea0c30fad2dd6781b74a0064859;Madrid;3.666666667;9;9;515.4;automotive;57.26666667;15.11111111
84c945f15571830c1a91a33978e94009;Madrid;5;1;2;51.98;home accessories;25.99;11
2d378dbb39815785238c0139c7647fb7;Salamanca;4.5;2;2;1154;sofa;577;19.5
0b0ddbc7b9d9584f442c7ac92b0ff6c9;Cádiz;3.333333333;3;3;1416.76;automotive;472.2533333;12
51209b446b2073894bdc0face6c73ffc;Toledo;2;2;4;359.6;furniture;89.9;10
5996cddab893a4652a15592fb58ab8db;Sevilla;1;1;1;810;lawn garden;810;5
aa8af66c623d7d544dfe4bb85b5ebe3b;Alcorcón;5;1;1;99;fabric;99;8
1690cada046eb7e92c12f98b1f8a8167;Madrid;4;10;11;1959;automotive;178.0909091;7.2
385799a1cddbd26dfeb9157356a42282;Madrid;2.6;4;7;633.93;sport outdoors;90.56142857;8.75
42b729f859728f5079499127a9c2ef37;Madrid;4.205882353;101;132;4118.86;beauty & personal care;31.20348485;7.762376238
556a6409838156ea299c9d1f9e2dde43;Coruña;3;4;4;1362.8;home accessories;340.7;7.5
179d859f51292aac5c10806a356f7af9;Jaén;3.555555556;18;19;404.47;television & video;21.28789474;8.777777778
934ed5cd1b9c1c7382d0a94a94b9e639;Coruña;1;1;1;125.85;0;125.85;13
be3b4b0f050a6aa1b2d901c4b77e979f;Ourense;5;3;8;578.2;home accessories;72.275;8
6806dad1da97bfb5a9038eac6881f706;Ourense;4.1;10;14;1477;automotive;105.5;16.9
94231344608e603693b0a8891143f65d;Cádiz;3.666666667;3;3;722;home accessories;240.6666667;12.66666667
446cc09cdbb130904da114e807dbec40;Madrid;4.666666667;3;3;252.8;event & party supplies;84.26666667;4
47efca563408aae19bb7206c2d969ea9;Leganés;4.25;11;13;2522;automotive;194;13.72727273
00ab3eff1b5192e5f1a63bcecfee11c8;Madrid;5;1;1;98;beauty & personal care;98;9
71271995e85f5b8530be99ed54a91b89;Valencia;3.166666667;6;8;776;home accessories;97;12
a435b009cd956ea60748b5cfbddf2e24;Málaga;3.666666667;3;3;361.18;fragrance;120.3933333;30.33333333
11938fcc75f6902fea1d0a6f72b54a57;Segovia;5;2;2;594.98;kitchen & dining;297.49;22.5
9b76ad3d04236f76bc71c59470305e13;Málaga;5;1;3;394.7;home accessories;131.5666667;8
d7ab82074b5f1dfba46db123df101bff;Cádiz;4;1;3;38.67;0;12.89;5
9c0e69c7bf2619675bbadf47b43f655a;Huelva;4.105882353;145;206;33702.78;computer accessories;163.6057282;14.84137931
94d76e96eedd976258cd3278ce56d5f2;Huelva;3;1;1;385.61;sport outdoors;385.61;7
52f976b17ea7f2f087f56dcc419328f6;Coruña;4.833333333;6;6;7630;sport outdoors;1271.666667;10.33333333
4e326052e5dbba8adcd512f3450a307e;Madrid;2.666666667;3;6;570;seasonal decor;95;18
3586b8580d9c917874e053a1bb37b5ff;Granada;3.777777778;36;43;1524.7;book;35.45813953;13.5
6edacfd9f9074789dad6d62ba7950b9c;Cádiz;3.912195122;196;221;13147.1;furniture;59.48914027;9.107142857
52831e5990d0771cb4951d6f12928167;Málaga;5;1;1;65;sport outdoors;65;5
9e7c5f4d7770eab65738cca38f9efccf;Madrid;4;2;2;184.8;toys games;92.4;7
4677a5437afda5fa7140b927b07be1cc;Ourense;3.545454545;11;11;3415.7;automotive;310.5181818;12.36363636
3e8bd881d92466e63ba9e3e809cd3c50;Barcelona;3.5;7;10;2242.28;television & video;224.228;12.71428571
4a1917ef994878940e1fb03eeb787ad7;Murcia;5;2;3;768;home audio;256;10
334cab711dee080b079fa5779b584783;Córdoba;4;10;21;1069.7;furniture;50.93809524;8.6
9dd59e43f0c9f0553244e8f9c2fb247e;Lugo;3.9;10;10;356.3;fragrance;35.63;13.1
ccf8813e5a7d6c84d865cd38bfc2b130;Sevilla;3.884615385;25;26;2635.5;furniture;101.3653846;11.52
8d956fec2e4337affcb520f56fd8cbfd;Granada;4.128712871;203;228;11015.19;sport outdoors;48.31223684;9.201970443
e5a3438891c0bfdb9394643f95273d8e;Sevilla;4.065789474;208;254;7738.35;fashion & shoes;30.46594488;15.72115385
f9f68daa2af419d38f745478bcb3da1a;Cádiz;3;1;2;22.4;sport outdoors;11.2;12
138dbe45fc62f1e244378131a6801526;Madrid;4.02;47;59;1125.56;home accessories;19.07728814;6.425531915
5058e8c1e82653974541e83690655b4a;Córdoba;4.142857143;57;71;10022.82;office products;141.1664789;27.35087719
cd2169d9f31ff6fbb9ca3373b0c9e354;Lleida;4;1;1;569;kids;569;15
15aec03fe4cf30dfa574cf550f5ff5ff;Barcelona;#N/D;#N/D;1;28.9;beauty & personal care;28.9;#N/D
9674754b5a0cb32b638cec001178f799;Madrid;4.182926829;83;96;5069.92;home lighting;52.81166667;8.301204819
c161d1327ebc3a156c09582ab2f59f6c;Madrid;4;2;3;52.99;fragrance;17.66333333;3.5
4d232b78ab7ef10393dc3807d827bc0d;Madrid;4.8;5;5;1475;automotive;295;6
23ff42c4bf1f8f16cddb19d8b972974a;Alcalá de Henares;4.5;2;3;174.7;sport outdoors;58.23333333;11.5
d3dcf0604eabf0224fbd5948b5e02f69;Madrid;4.444444444;9;9;2902.3;toys games;322.4777778;17.55555556
49067458c68f7701fd334ce326accbe0;Móstoles;3.939393939;15;34;1047.65;tools home improvement;30.81323529;12.46666667
dfa0c4c6229ab200a4a1336b4d7128ff;Valladolid;4.075949367;74;88;4777.1;home accessories;54.28522727;9.716216216
35281d148dcf7134bae913c57db4e6da;Madrid;5;1;1;119.99;home accessories;119.99;6
76833248bbc0e65a0293ec62023e4396;Málaga;5;2;2;2399.98;business office;1199.99;18.5
48e5ee06fb2dc74df1c711a9b6dfac2a;Alcalá de Henares;4;1;3;57;hardware;19;11
2cb6eb1b7185064167657fa09f541105;Madrid;5;6;7;1217.9;furniture;173.9857143;8.166666667
0f7eea709efdf942b5f95c7516dbacd7;Granada;5;3;3;195.74;beauty & personal care;65.24666667;8.333333333
54583ab379489add547fe47b628db589;Granada;4.5;10;10;2240;kids;224;5
51e0557bc7b86de13e946c60ee91ce39;Madrid;4;1;1;45.8;beauty & personal care;45.8;10
0bebbb2cea103a4a020c95d43fd7d754;Madrid;4.444444444;9;9;1367.2;beauty & personal care;151.9111111;5.777777778
9da1ca0bef29ee170e541927a5aeabdc;Málaga;4.5;6;6;1484.4;comics;247.4;16.66666667
6c7d50c24b3ccd2fd83b44d8bb34e073;Sevilla;4.026548673;107;133;8699.34;furniture;65.40857143;12.08411215
3faf68a3b0af94b10bac70d86077be49;Granada;3.142857143;7;7;1322.93;0;188.99;16.28571429
05feb94f19d094d4b0f9281f0b1d4c99;Jaén;3.833333333;6;6;9353;lawn garden;1558.833333;15.16666667
f650a9708fa1bab22bdd8d3a818cc415;Valladolid;4;4;5;507.75;furniture;101.55;15.5
5cbbd5a299cab112b7bf23862255e43e;Ourense;4.138888889;34;41;2726.06;home accessories;66.48926829;10.82352941
07d75e33f2750d97d467fb57e4dfdd8a;Madrid;4;2;2;722.4;computer accessories;361.2;11.5
8a8835a43bda99fd37310ad76c457510;Almería;2.5;2;3;224.34;automotive;74.78;7.5
ca3bd7cd9f149df75950150d010fe4a2;Madrid;4;67;137;9731.85;home accessories;71.03540146;13.65671642
323ce52b5b81df2cd804b017b7f09aa7;Madrid;4.185185185;28;30;2554.2;book;85.14;17.39285714
ebd1417732defaf66c50b5a800eb293e;Ourense;5;1;1;309;comics;309;6
76ea5315acb3f5f7ade3cd261faf922a;Madrid;4.714285714;14;15;1087.06;automotive;72.47066667;8.928571429
4b1eaadf791bdbbad8c4a35b65236d52;Granada;4.6;5;8;1849.79;videogame console;231.22375;22.6
4cc43a222a0f94910728b62b97a8c5f8;Granada;5;1;1;108.5;fragrance;108.5;14
bc503e244f187939d10c92a5c8e378ce;Málaga;4.25;6;19;637.67;computer accessories;33.56157895;11.83333333
b6f52e346160519c24a23af05410ad32;Madrid;5;1;1;129.9;beauty & personal care;129.9;12
70125af26c2d6d4ef401a1d02ae7701f;Zaragoza;4.25;5;8;371.2;sport outdoors;46.4;10.4
c84592044b180dec206770c38603814b;Madrid;4.571428571;14;15;511.94;television & video;34.12933333;12.64285714
1caf283236cd69af44cbc09a0a1e7d32;Lleida;4.222222222;32;37;917.6;toys games;24.8;13.78125
ba90964cff9b9e0e6f32b23b82465f7b;Cádiz;4.131578947;38;38;44212.5;camera & photo;1163.486842;9.973684211
5e9f5bd34e0830569f05c9d4f56e04a8;Valencia;4;2;2;239.98;luggage;119.99;10
15fa791d5e017f66402dc28c44480657;Madrid;3.25;8;8;1802;kids;225.25;11.375
20d83f3ef0e6925fd74bfd59170babf7;Madrid;4.282608696;36;52;2903.6;fashion & shoes;55.83846154;9
59417c56835dd8e2e72f91f809cd4092;Sevilla;4.166666667;18;18;36459;home lighting;2025.5;12.72222222
a13580f0e8f782b7a543885a0ef99f08;Barcelona;3.9;10;10;1304.9;fragrance;130.49;25
ccada0ef508e698917a6eab263375905;Lugo;4;3;3;172.8;0;57.6;10
4bde6149c15cf7e177b36fa060dd6de8;Valencia;4;2;2;159.8;pet food;79.9;10.5
fe1bbc5feda5c8979a8a1b3b2512d5a6;Madrid;4.125;8;10;724.72;sport outdoors;72.472;13.125
23a0ffca143a15b9b5bbdb7d552f626a;Sevilla;4.260869565;22;25;3718.51;lawn garden;148.7404;11.40909091
32b8764b4ef628b53608fc34011fcc13;Salamanca;4.470588235;35;39;8884;home accessories;227.7948718;10.97142857
